,0,IP
"('11352_141', '192.168.210.52')",129,"('11352_141', '192.168.210.52')"
"('11352_141', '192.168.220.46')",144,"('11352_141', '192.168.220.46')"
"('11352_141', '192.168.220.50')",274,"('11352_141', '192.168.220.50')"
"('11352_141', '192.168.220.49')",294,"('11352_141', '192.168.220.49')"
"('11352_141', '192.168.210.54')",300,"('11352_141', '192.168.210.54')"
"('11352_141', '192.168.220.45')",448,"('11352_141', '192.168.220.45')"
"('11352_141', '192.168.220.47')",494,"('11352_141', '192.168.220.47')"
"('11352_141', '192.168.220.43')",496,"('11352_141', '192.168.220.43')"
"('11352_141', '192.168.220.42')",530,"('11352_141', '192.168.220.42')"
"('11352_141', '192.168.220.51')",889,"('11352_141', '192.168.220.51')"
"('10057_136', '192.168.210.55')",659,"('10057_136', '192.168.210.55')"
"('10057_136', '192.168.220.51')",1100,"('10057_136', '192.168.220.51')"
"('10057_136', '192.168.220.47')",1386,"('10057_136', '192.168.220.47')"
"('10057_136', '192.168.220.45')",1422,"('10057_136', '192.168.220.45')"
"('11681_180',)",4722,"('11681_180',)"
"('11681_180', '192.168.210.54')",4705,"('11681_180', '192.168.210.54')"
"('10121_229', '192.168.210.48')",142,"('10121_229', '192.168.210.48')"
"('10121_229', '192.168.210.45')",146,"('10121_229', '192.168.210.45')"
"('10121_229', '192.168.220.50')",166,"('10121_229', '192.168.220.50')"
"('10121_229', '192.168.210.47')",166,"('10121_229', '192.168.210.47')"
"('10121_229', '192.168.210.56')",196,"('10121_229', '192.168.210.56')"
"('10121_229', '192.168.210.54')",211,"('10121_229', '192.168.210.54')"
"('10121_229', '192.168.220.46')",220,"('10121_229', '192.168.220.46')"
"('10121_229', '192.168.210.55')",224,"('10121_229', '192.168.210.55')"
"('10121_229', '192.168.220.42')",238,"('10121_229', '192.168.220.42')"
"('10121_229', '192.168.220.49')",242,"('10121_229', '192.168.220.49')"
"('10121_229', '192.168.220.45')",260,"('10121_229', '192.168.220.45')"
"('10121_229', '192.168.220.43')",272,"('10121_229', '192.168.220.43')"
"('10121_229', '192.168.220.47')",786,"('10121_229', '192.168.220.47')"
"('10121_229', '192.168.220.51')",972,"('10121_229', '192.168.220.51')"
"('10013_230', '192.168.220.45')",127,"('10013_230', '192.168.220.45')"
"('10013_230', '192.168.210.48')",140,"('10013_230', '192.168.210.48')"
"('10013_230', '192.168.210.45')",153,"('10013_230', '192.168.210.45')"
"('10013_230', '192.168.220.48')",206,"('10013_230', '192.168.220.48')"
"('10013_230', '192.168.210.52')",253,"('10013_230', '192.168.210.52')"
"('10013_230', '192.168.220.43')",275,"('10013_230', '192.168.220.43')"
"('10013_230', '192.168.220.50')",305,"('10013_230', '192.168.220.50')"
"('10013_230', '192.168.220.42')",540,"('10013_230', '192.168.220.42')"
"('10013_230', '192.168.220.47')",986,"('10013_230', '192.168.220.47')"
"('10013_230', '192.168.220.51')",1196,"('10013_230', '192.168.220.51')"
"('10013_234', '192.168.210.55')",129,"('10013_234', '192.168.210.55')"
"('10013_234', '192.168.220.49')",197,"('10013_234', '192.168.220.49')"
"('10013_234', '192.168.210.52')",197,"('10013_234', '192.168.210.52')"
"('10013_234', '192.168.210.47')",232,"('10013_234', '192.168.210.47')"
"('10013_234', '192.168.220.45')",245,"('10013_234', '192.168.220.45')"
"('10013_234', '192.168.210.54')",273,"('10013_234', '192.168.210.54')"
"('10013_234', '192.168.220.48')",316,"('10013_234', '192.168.220.48')"
"('10013_234', '192.168.220.50')",402,"('10013_234', '192.168.220.50')"
"('10013_234', '192.168.220.42')",477,"('10013_234', '192.168.220.42')"
"('10013_234', '192.168.220.47')",738,"('10013_234', '192.168.220.47')"
"('10013_234', '192.168.220.51')",1048,"('10013_234', '192.168.220.51')"
"('10099_146', '192.168.210.47')",176,"('10099_146', '192.168.210.47')"
"('10099_146', '192.168.210.56')",188,"('10099_146', '192.168.210.56')"
"('10099_146', '192.168.210.48')",212,"('10099_146', '192.168.210.48')"
"('10099_146', '192.168.220.48')",214,"('10099_146', '192.168.220.48')"
"('10099_146', '192.168.220.49')",241,"('10099_146', '192.168.220.49')"
"('10099_146', '192.168.220.50')",288,"('10099_146', '192.168.220.50')"
"('10099_146', '192.168.210.45')",318,"('10099_146', '192.168.210.45')"
"('10099_146', '192.168.220.42')",378,"('10099_146', '192.168.220.42')"
"('10099_146', '192.168.220.45')",504,"('10099_146', '192.168.220.45')"
"('10099_146', '192.168.220.47')",739,"('10099_146', '192.168.220.47')"
"('10099_146', '192.168.220.51')",1271,"('10099_146', '192.168.220.51')"
"('10079_32', '192.168.210.57')",136,"('10079_32', '192.168.210.57')"
"('10079_32', '192.168.210.53')",149,"('10079_32', '192.168.210.53')"
"('10079_32', '192.168.220.49')",155,"('10079_32', '192.168.220.49')"
"('10079_32', '192.168.220.48')",164,"('10079_32', '192.168.220.48')"
"('10079_32', '192.168.220.46')",175,"('10079_32', '192.168.220.46')"
"('10079_32', '192.168.210.54')",194,"('10079_32', '192.168.210.54')"
"('10079_32', '192.168.220.45')",198,"('10079_32', '192.168.220.45')"
"('10079_32', '192.168.220.43')",207,"('10079_32', '192.168.220.43')"
"('10079_32', '192.168.210.45')",223,"('10079_32', '192.168.210.45')"
"('10079_32', '192.168.210.55')",230,"('10079_32', '192.168.210.55')"
"('10079_32', '192.168.210.48')",232,"('10079_32', '192.168.210.48')"
"('10079_32', '192.168.220.50')",272,"('10079_32', '192.168.220.50')"
"('10079_32', '192.168.220.51')",787,"('10079_32', '192.168.220.51')"
"('10079_32', '192.168.220.47')",1038,"('10079_32', '192.168.220.47')"
"('10350_35', '192.168.220.49')",141,"('10350_35', '192.168.220.49')"
"('10350_35', '192.168.210.45')",154,"('10350_35', '192.168.210.45')"
"('10350_35', '192.168.220.50')",171,"('10350_35', '192.168.220.50')"
"('10350_35', '192.168.210.55')",177,"('10350_35', '192.168.210.55')"
"('10350_35', '192.168.210.52')",180,"('10350_35', '192.168.210.52')"
"('10350_35', '192.168.210.49')",190,"('10350_35', '192.168.210.49')"
"('10350_35', '192.168.210.53')",198,"('10350_35', '192.168.210.53')"
"('10350_35', '192.168.220.43')",199,"('10350_35', '192.168.220.43')"
"('10350_35', '192.168.220.45')",202,"('10350_35', '192.168.220.45')"
"('10350_35', '192.168.210.57')",225,"('10350_35', '192.168.210.57')"
"('10350_35', '192.168.210.54')",234,"('10350_35', '192.168.210.54')"
"('10350_35', '192.168.210.47')",243,"('10350_35', '192.168.210.47')"
"('10350_35', '192.168.220.42')",297,"('10350_35', '192.168.220.42')"
"('10350_35', '192.168.220.51')",887,"('10350_35', '192.168.220.51')"
"('10350_35', '192.168.220.47')",919,"('10350_35', '192.168.220.47')"
"('10152_35', '192.168.210.45')",128,"('10152_35', '192.168.210.45')"
"('10152_35', '192.168.220.50')",145,"('10152_35', '192.168.220.50')"
"('10152_35', '192.168.210.54')",145,"('10152_35', '192.168.210.54')"
"('10152_35', '192.168.210.55')",155,"('10152_35', '192.168.210.55')"
"('10152_35', '192.168.220.49')",190,"('10152_35', '192.168.220.49')"
"('10152_35', '192.168.220.43')",212,"('10152_35', '192.168.220.43')"
"('10152_35', '192.168.220.45')",236,"('10152_35', '192.168.220.45')"
"('10152_35', '192.168.220.42')",297,"('10152_35', '192.168.220.42')"
"('10152_35', '192.168.210.47')",299,"('10152_35', '192.168.210.47')"
"('10152_35', '192.168.220.48')",303,"('10152_35', '192.168.220.48')"
"('10152_35', '192.168.210.52')",516,"('10152_35', '192.168.210.52')"
"('10152_35', '192.168.220.47')",806,"('10152_35', '192.168.220.47')"
"('10152_35', '192.168.220.51')",1019,"('10152_35', '192.168.220.51')"
"('10057_51', '192.168.220.49')",127,"('10057_51', '192.168.220.49')"
"('10057_51', '192.168.210.52')",161,"('10057_51', '192.168.210.52')"
"('10057_51', '192.168.210.46')",236,"('10057_51', '192.168.210.46')"
"('10057_51', '192.168.220.42')",258,"('10057_51', '192.168.220.42')"
"('10057_51', '192.168.220.48')",284,"('10057_51', '192.168.220.48')"
"('10057_51', '192.168.210.54')",350,"('10057_51', '192.168.210.54')"
"('10057_51', '192.168.220.50')",412,"('10057_51', '192.168.220.50')"
"('10057_51', '192.168.220.45')",586,"('10057_51', '192.168.220.45')"
"('10057_51', '192.168.220.47')",747,"('10057_51', '192.168.220.47')"
"('10057_51', '192.168.220.51')",1397,"('10057_51', '192.168.220.51')"
"('10869_136', '192.168.220.50')",198,"('10869_136', '192.168.220.50')"
"('10869_136', '192.168.210.49')",207,"('10869_136', '192.168.210.49')"
"('10869_136', '192.168.210.55')",226,"('10869_136', '192.168.210.55')"
"('10869_136', '192.168.210.52')",232,"('10869_136', '192.168.210.52')"
"('10869_136', '192.168.210.45')",254,"('10869_136', '192.168.210.45')"
"('10869_136', '192.168.220.42')",272,"('10869_136', '192.168.220.42')"
"('10869_136', '192.168.210.53')",294,"('10869_136', '192.168.210.53')"
"('10869_136', '192.168.220.45')",337,"('10869_136', '192.168.220.45')"
"('10869_136', '192.168.220.49')",380,"('10869_136', '192.168.220.49')"
"('10869_136', '192.168.220.48')",434,"('10869_136', '192.168.220.48')"
"('10869_136', '192.168.220.47')",561,"('10869_136', '192.168.220.47')"
"('10869_136', '192.168.220.51')",1053,"('10869_136', '192.168.220.51')"
"('10057_73', '192.168.220.43')",137,"('10057_73', '192.168.220.43')"
"('10057_73', '192.168.210.46')",178,"('10057_73', '192.168.210.46')"
"('10057_73', '192.168.220.46')",205,"('10057_73', '192.168.220.46')"
"('10057_73', '192.168.210.53')",286,"('10057_73', '192.168.210.53')"
"('10057_73', '192.168.210.55')",287,"('10057_73', '192.168.210.55')"
"('10057_73', '192.168.220.48')",332,"('10057_73', '192.168.220.48')"
"('10057_73', '192.168.220.42')",338,"('10057_73', '192.168.220.42')"
"('10057_73', '192.168.210.48')",349,"('10057_73', '192.168.210.48')"
"('10057_73', '192.168.220.51')",1128,"('10057_73', '192.168.220.51')"
"('10057_73', '192.168.220.47')",1393,"('10057_73', '192.168.220.47')"
"('10121_227', '192.168.220.48')",154,"('10121_227', '192.168.220.48')"
"('10121_227', '192.168.210.55')",160,"('10121_227', '192.168.210.55')"
"('10121_227', '192.168.220.50')",172,"('10121_227', '192.168.220.50')"
"('10121_227', '192.168.210.48')",180,"('10121_227', '192.168.210.48')"
"('10121_227', '192.168.220.46')",182,"('10121_227', '192.168.220.46')"
"('10121_227', '192.168.210.53')",189,"('10121_227', '192.168.210.53')"
"('10121_227', '192.168.220.49')",214,"('10121_227', '192.168.220.49')"
"('10121_227', '192.168.210.54')",227,"('10121_227', '192.168.210.54')"
"('10121_227', '192.168.220.42')",228,"('10121_227', '192.168.220.42')"
"('10121_227', '192.168.220.43')",234,"('10121_227', '192.168.220.43')"
"('10121_227', '192.168.210.47')",235,"('10121_227', '192.168.210.47')"
"('10121_227', '192.168.210.45')",318,"('10121_227', '192.168.210.45')"
"('10121_227', '192.168.220.45')",412,"('10121_227', '192.168.220.45')"
"('10121_227', '192.168.220.51')",729,"('10121_227', '192.168.220.51')"
"('10121_227', '192.168.220.47')",946,"('10121_227', '192.168.220.47')"
"('10344_38', '192.168.220.48')",138,"('10344_38', '192.168.220.48')"
"('10344_38', '192.168.210.54')",197,"('10344_38', '192.168.210.54')"
"('10344_38', '192.168.210.52')",208,"('10344_38', '192.168.210.52')"
"('10344_38', '192.168.210.47')",209,"('10344_38', '192.168.210.47')"
"('10344_38', '192.168.220.46')",217,"('10344_38', '192.168.220.46')"
"('10344_38', '192.168.210.45')",249,"('10344_38', '192.168.210.45')"
"('10344_38', '192.168.220.50')",264,"('10344_38', '192.168.220.50')"
"('10344_38', '192.168.220.42')",302,"('10344_38', '192.168.220.42')"
"('10344_38', '192.168.220.43')",306,"('10344_38', '192.168.220.43')"
"('10344_38', '192.168.220.45')",320,"('10344_38', '192.168.220.45')"
"('10344_38', '192.168.210.55')",429,"('10344_38', '192.168.210.55')"
"('10344_38', '192.168.220.47')",746,"('10344_38', '192.168.220.47')"
"('10344_38', '192.168.220.51')",973,"('10344_38', '192.168.220.51')"
"('10088_160', '192.168.220.46')",152,"('10088_160', '192.168.220.46')"
"('10088_160', '192.168.210.49')",178,"('10088_160', '192.168.210.49')"
"('10088_160', '192.168.220.42')",200,"('10088_160', '192.168.220.42')"
"('10088_160', '192.168.210.47')",242,"('10088_160', '192.168.210.47')"
"('10088_160', '192.168.220.45')",374,"('10088_160', '192.168.220.45')"
"('10088_160', '192.168.220.50')",388,"('10088_160', '192.168.220.50')"
"('10088_160', '192.168.210.45')",424,"('10088_160', '192.168.210.45')"
"('10088_160', '192.168.220.51')",1090,"('10088_160', '192.168.220.51')"
"('10088_160', '192.168.220.47')",1340,"('10088_160', '192.168.220.47')"
"('10190_236', '192.168.210.45')",132,"('10190_236', '192.168.210.45')"
"('10190_236', '192.168.210.48')",134,"('10190_236', '192.168.210.48')"
"('10190_236', '192.168.210.57')",153,"('10190_236', '192.168.210.57')"
"('10190_236', '192.168.210.49')",168,"('10190_236', '192.168.210.49')"
"('10190_236', '192.168.210.52')",181,"('10190_236', '192.168.210.52')"
"('10190_236', '192.168.220.50')",185,"('10190_236', '192.168.220.50')"
"('10190_236', '192.168.210.54')",198,"('10190_236', '192.168.210.54')"
"('10190_236', '192.168.220.45')",199,"('10190_236', '192.168.220.45')"
"('10190_236', '192.168.210.55')",206,"('10190_236', '192.168.210.55')"
"('10190_236', '192.168.220.46')",218,"('10190_236', '192.168.220.46')"
"('10190_236', '192.168.210.53')",224,"('10190_236', '192.168.210.53')"
"('10190_236', '192.168.210.47')",326,"('10190_236', '192.168.210.47')"
"('10190_236', '192.168.220.42')",372,"('10190_236', '192.168.220.42')"
"('10190_236', '192.168.220.51')",789,"('10190_236', '192.168.220.51')"
"('10190_236', '192.168.220.47')",1154,"('10190_236', '192.168.220.47')"
"('10013_225', '192.168.210.54')",129,"('10013_225', '192.168.210.54')"
"('10013_225', '192.168.210.46')",132,"('10013_225', '192.168.210.46')"
"('10013_225', '192.168.220.49')",153,"('10013_225', '192.168.220.49')"
"('10013_225', '192.168.220.48')",159,"('10013_225', '192.168.220.48')"
"('10013_225', '192.168.220.45')",175,"('10013_225', '192.168.220.45')"
"('10013_225', '192.168.210.55')",179,"('10013_225', '192.168.210.55')"
"('10013_225', '192.168.210.52')",214,"('10013_225', '192.168.210.52')"
"('10013_225', '192.168.210.48')",282,"('10013_225', '192.168.210.48')"
"('10013_225', '192.168.210.47')",285,"('10013_225', '192.168.210.47')"
"('10013_225', '192.168.220.50')",451,"('10013_225', '192.168.220.50')"
"('10013_225', '192.168.220.42')",461,"('10013_225', '192.168.220.42')"
"('10013_225', '192.168.220.47')",944,"('10013_225', '192.168.220.47')"
"('10013_225', '192.168.220.51')",1067,"('10013_225', '192.168.220.51')"
"('10152_21', '192.168.220.46')",128,"('10152_21', '192.168.220.46')"
"('10152_21', '192.168.220.48')",170,"('10152_21', '192.168.220.48')"
"('10152_21', '192.168.210.54')",178,"('10152_21', '192.168.210.54')"
"('10152_21', '192.168.220.43')",184,"('10152_21', '192.168.220.43')"
"('10152_21', '192.168.210.52')",198,"('10152_21', '192.168.210.52')"
"('10152_21', '192.168.220.50')",215,"('10152_21', '192.168.220.50')"
"('10152_21', '192.168.220.42')",291,"('10152_21', '192.168.220.42')"
"('10152_21', '192.168.220.45')",302,"('10152_21', '192.168.220.45')"
"('10152_21', '192.168.210.45')",356,"('10152_21', '192.168.210.45')"
"('10152_21', '192.168.210.55')",407,"('10152_21', '192.168.210.55')"
"('10152_21', '192.168.220.47')",951,"('10152_21', '192.168.220.47')"
"('10152_21', '192.168.220.51')",1069,"('10152_21', '192.168.220.51')"
"('10012_10', '192.168.210.46')",138,"('10012_10', '192.168.210.46')"
"('10012_10', '192.168.210.49')",145,"('10012_10', '192.168.210.49')"
"('10012_10', '192.168.210.53')",150,"('10012_10', '192.168.210.53')"
"('10012_10', '192.168.220.43')",178,"('10012_10', '192.168.220.43')"
"('10012_10', '192.168.210.55')",201,"('10012_10', '192.168.210.55')"
"('10012_10', '192.168.220.47')",271,"('10012_10', '192.168.220.47')"
"('10012_10', '192.168.220.50')",299,"('10012_10', '192.168.220.50')"
"('10012_10', '192.168.210.54')",349,"('10012_10', '192.168.210.54')"
"('10012_10', '192.168.210.57')",351,"('10012_10', '192.168.210.57')"
"('10012_10', '192.168.220.45')",387,"('10012_10', '192.168.220.45')"
"('10012_10', '192.168.220.49')",408,"('10012_10', '192.168.220.49')"
"('10012_10', '192.168.220.42')",409,"('10012_10', '192.168.220.42')"
"('10012_10', '192.168.220.48')",449,"('10012_10', '192.168.220.48')"
"('10012_10', '192.168.220.51')",1093,"('10012_10', '192.168.220.51')"
"('10140_13', '192.168.220.43')",146,"('10140_13', '192.168.220.43')"
"('10140_13', '192.168.210.53')",147,"('10140_13', '192.168.210.53')"
"('10140_13', '192.168.210.45')",150,"('10140_13', '192.168.210.45')"
"('10140_13', '192.168.210.49')",157,"('10140_13', '192.168.210.49')"
"('10140_13', '192.168.210.47')",211,"('10140_13', '192.168.210.47')"
"('10140_13', '192.168.220.50')",302,"('10140_13', '192.168.220.50')"
"('10140_13', '192.168.220.49')",311,"('10140_13', '192.168.220.49')"
"('10140_13', '192.168.220.42')",396,"('10140_13', '192.168.220.42')"
"('10140_13', '192.168.220.45')",437,"('10140_13', '192.168.220.45')"
"('10140_13', '192.168.220.48')",453,"('10140_13', '192.168.220.48')"
"('10140_13', '192.168.220.47')",641,"('10140_13', '192.168.220.47')"
"('10140_13', '192.168.220.51')",1010,"('10140_13', '192.168.220.51')"
"('10008_34', '192.168.210.47')",136,"('10008_34', '192.168.210.47')"
"('10008_34', '192.168.220.45')",156,"('10008_34', '192.168.220.45')"
"('10008_34', '192.168.220.50')",186,"('10008_34', '192.168.220.50')"
"('10008_34', '192.168.220.47')",267,"('10008_34', '192.168.220.47')"
"('10008_34', '192.168.210.55')",407,"('10008_34', '192.168.210.55')"
"('10008_34', '192.168.220.51')",3402,"('10008_34', '192.168.220.51')"
"('10301_119', '192.168.210.57')",203,"('10301_119', '192.168.210.57')"
"('10301_119', '192.168.210.47')",205,"('10301_119', '192.168.210.47')"
"('10301_119', '192.168.220.48')",224,"('10301_119', '192.168.220.48')"
"('10301_119', '192.168.220.45')",226,"('10301_119', '192.168.220.45')"
"('10301_119', '192.168.210.52')",234,"('10301_119', '192.168.210.52')"
"('10301_119', '192.168.220.42')",260,"('10301_119', '192.168.220.42')"
"('10301_119', '192.168.210.55')",271,"('10301_119', '192.168.210.55')"
"('10301_119', '192.168.220.49')",310,"('10301_119', '192.168.220.49')"
"('10301_119', '192.168.220.46')",320,"('10301_119', '192.168.220.46')"
"('10301_119', '192.168.220.50')",440,"('10301_119', '192.168.220.50')"
"('10301_119', '192.168.220.47')",853,"('10301_119', '192.168.220.47')"
"('10301_119', '192.168.220.51')",1036,"('10301_119', '192.168.220.51')"
"('10121_228', '192.168.220.46')",129,"('10121_228', '192.168.220.46')"
"('10121_228', '192.168.220.48')",132,"('10121_228', '192.168.220.48')"
"('10121_228', '192.168.220.43')",136,"('10121_228', '192.168.220.43')"
"('10121_228', '192.168.210.55')",144,"('10121_228', '192.168.210.55')"
"('10121_228', '192.168.210.49')",150,"('10121_228', '192.168.210.49')"
"('10121_228', '192.168.210.54')",153,"('10121_228', '192.168.210.54')"
"('10121_228', '192.168.220.42')",164,"('10121_228', '192.168.220.42')"
"('10121_228', '192.168.210.47')",166,"('10121_228', '192.168.210.47')"
"('10121_228', '192.168.210.53')",168,"('10121_228', '192.168.210.53')"
"('10121_228', '192.168.210.52')",245,"('10121_228', '192.168.210.52')"
"('10121_228', '192.168.220.50')",252,"('10121_228', '192.168.220.50')"
"('10121_228', '192.168.210.45')",352,"('10121_228', '192.168.210.45')"
"('10121_228', '192.168.220.45')",428,"('10121_228', '192.168.220.45')"
"('10121_228', '192.168.220.47')",929,"('10121_228', '192.168.220.47')"
"('10121_228', '192.168.220.51')",1123,"('10121_228', '192.168.220.51')"
"('10045_180', '192.168.210.45')",136,"('10045_180', '192.168.210.45')"
"('10045_180', '192.168.220.43')",162,"('10045_180', '192.168.220.43')"
"('10045_180', '192.168.210.47')",208,"('10045_180', '192.168.210.47')"
"('10045_180', '192.168.210.49')",222,"('10045_180', '192.168.210.49')"
"('10045_180', '192.168.210.55')",244,"('10045_180', '192.168.210.55')"
"('10045_180', '192.168.220.50')",330,"('10045_180', '192.168.220.50')"
"('10045_180', '192.168.220.48')",404,"('10045_180', '192.168.220.48')"
"('10045_180', '192.168.220.45')",446,"('10045_180', '192.168.220.45')"
"('10045_180', '192.168.220.42')",566,"('10045_180', '192.168.220.42')"
"('10045_180', '192.168.220.51')",964,"('10045_180', '192.168.220.51')"
"('10045_180', '192.168.220.47')",966,"('10045_180', '192.168.220.47')"
"('10045_77', '192.168.210.54')",126,"('10045_77', '192.168.210.54')"
"('10045_77', '192.168.210.47')",162,"('10045_77', '192.168.210.47')"
"('10045_77', '192.168.210.55')",194,"('10045_77', '192.168.210.55')"
"('10045_77', '192.168.210.45')",238,"('10045_77', '192.168.210.45')"
"('10045_77', '192.168.220.50')",304,"('10045_77', '192.168.220.50')"
"('10045_77', '192.168.220.49')",338,"('10045_77', '192.168.220.49')"
"('10045_77', '192.168.220.43')",350,"('10045_77', '192.168.220.43')"
"('10045_77', '192.168.220.48')",425,"('10045_77', '192.168.220.48')"
"('10045_77', '192.168.220.45')",484,"('10045_77', '192.168.220.45')"
"('10045_77', '192.168.220.47')",786,"('10045_77', '192.168.220.47')"
"('10045_77', '192.168.220.51')",988,"('10045_77', '192.168.220.51')"
"('10253_49', '192.168.220.49')",136,"('10253_49', '192.168.220.49')"
"('10253_49', '192.168.220.46')",140,"('10253_49', '192.168.220.46')"
"('10253_49', '192.168.220.42')",156,"('10253_49', '192.168.220.42')"
"('10253_49', '192.168.210.55')",158,"('10253_49', '192.168.210.55')"
"('10253_49', '192.168.220.47')",206,"('10253_49', '192.168.220.47')"
"('10253_49', '192.168.210.54')",281,"('10253_49', '192.168.210.54')"
"('10253_49', '192.168.210.45')",296,"('10253_49', '192.168.210.45')"
"('10253_49', '192.168.210.48')",328,"('10253_49', '192.168.210.48')"
"('10253_49', '192.168.220.45')",388,"('10253_49', '192.168.220.45')"
"('10253_49', '192.168.220.50')",478,"('10253_49', '192.168.220.50')"
"('10253_49', '192.168.220.51')",2348,"('10253_49', '192.168.220.51')"
"('10228_192', '192.168.210.56')",162,"('10228_192', '192.168.210.56')"
"('10228_192', '192.168.210.49')",171,"('10228_192', '192.168.210.49')"
"('10228_192', '192.168.220.46')",174,"('10228_192', '192.168.220.46')"
"('10228_192', '192.168.210.47')",190,"('10228_192', '192.168.210.47')"
"('10228_192', '192.168.210.55')",216,"('10228_192', '192.168.210.55')"
"('10228_192', '192.168.220.49')",217,"('10228_192', '192.168.220.49')"
"('10228_192', '192.168.220.50')",219,"('10228_192', '192.168.220.50')"
"('10228_192', '192.168.210.45')",228,"('10228_192', '192.168.210.45')"
"('10228_192', '192.168.220.43')",252,"('10228_192', '192.168.220.43')"
"('10228_192', '192.168.220.48')",279,"('10228_192', '192.168.220.48')"
"('10228_192', '192.168.220.45')",327,"('10228_192', '192.168.220.45')"
"('10228_192', '192.168.220.42')",402,"('10228_192', '192.168.220.42')"
"('10228_192', '192.168.220.47')",501,"('10228_192', '192.168.220.47')"
"('10228_192', '192.168.220.51')",1577,"('10228_192', '192.168.220.51')"
"('192.168.200.2',)",5231,"('192.168.200.2',)"
"('192.168.200.2', '192.168.220.51')",5231,"('192.168.200.2', '192.168.220.51')"
"('10099_178', '192.168.210.45')",146,"('10099_178', '192.168.210.45')"
"('10099_178', '192.168.220.46')",200,"('10099_178', '192.168.220.46')"
"('10099_178', '192.168.220.50')",202,"('10099_178', '192.168.220.50')"
"('10099_178', '192.168.210.56')",262,"('10099_178', '192.168.210.56')"
"('10099_178', '192.168.220.48')",272,"('10099_178', '192.168.220.48')"
"('10099_178', '192.168.220.49')",290,"('10099_178', '192.168.220.49')"
"('10099_178', '192.168.220.43')",320,"('10099_178', '192.168.220.43')"
"('10099_178', '192.168.220.45')",384,"('10099_178', '192.168.220.45')"
"('10099_178', '192.168.220.42')",418,"('10099_178', '192.168.220.42')"
"('10099_178', '192.168.220.47')",799,"('10099_178', '192.168.220.47')"
"('10099_178', '192.168.220.51')",1557,"('10099_178', '192.168.220.51')"
"('10121_226', '192.168.210.57')",148,"('10121_226', '192.168.210.57')"
"('10121_226', '192.168.220.46')",150,"('10121_226', '192.168.220.46')"
"('10121_226', '192.168.210.54')",159,"('10121_226', '192.168.210.54')"
"('10121_226', '192.168.220.43')",160,"('10121_226', '192.168.220.43')"
"('10121_226', '192.168.220.42')",174,"('10121_226', '192.168.220.42')"
"('10121_226', '192.168.220.49')",180,"('10121_226', '192.168.220.49')"
"('10121_226', '192.168.210.45')",184,"('10121_226', '192.168.210.45')"
"('10121_226', '192.168.210.52')",214,"('10121_226', '192.168.210.52')"
"('10121_226', '192.168.210.55')",222,"('10121_226', '192.168.210.55')"
"('10121_226', '192.168.220.50')",282,"('10121_226', '192.168.220.50')"
"('10121_226', '192.168.220.45')",379,"('10121_226', '192.168.220.45')"
"('10121_226', '192.168.220.47')",822,"('10121_226', '192.168.220.47')"
"('10121_226', '192.168.220.51')",1578,"('10121_226', '192.168.220.51')"
"('10054_88', '192.168.220.46')",126,"('10054_88', '192.168.220.46')"
"('10054_88', '192.168.210.52')",145,"('10054_88', '192.168.210.52')"
"('10054_88', '192.168.210.47')",180,"('10054_88', '192.168.210.47')"
"('10054_88', '192.168.210.54')",182,"('10054_88', '192.168.210.54')"
"('10054_88', '192.168.210.55')",238,"('10054_88', '192.168.210.55')"
"('10054_88', '192.168.220.48')",269,"('10054_88', '192.168.220.48')"
"('10054_88', '192.168.210.45')",287,"('10054_88', '192.168.210.45')"
"('10054_88', '192.168.220.45')",290,"('10054_88', '192.168.220.45')"
"('10054_88', '192.168.220.50')",291,"('10054_88', '192.168.220.50')"
"('10054_88', '192.168.220.43')",323,"('10054_88', '192.168.220.43')"
"('10054_88', '192.168.220.49')",332,"('10054_88', '192.168.220.49')"
"('10054_88', '192.168.220.42')",360,"('10054_88', '192.168.220.42')"
"('10054_88', '192.168.220.51')",792,"('10054_88', '192.168.220.51')"
"('10054_88', '192.168.220.47')",933,"('10054_88', '192.168.220.47')"
"('10002_4', '192.168.220.42')",126,"('10002_4', '192.168.220.42')"
"('10002_4', '192.168.210.47')",129,"('10002_4', '192.168.210.47')"
"('10002_4', '192.168.210.46')",143,"('10002_4', '192.168.210.46')"
"('10002_4', '192.168.220.45')",188,"('10002_4', '192.168.220.45')"
"('10002_4', '192.168.220.43')",196,"('10002_4', '192.168.220.43')"
"('10002_4', '192.168.220.49')",221,"('10002_4', '192.168.220.49')"
"('10002_4', '192.168.210.52')",253,"('10002_4', '192.168.210.52')"
"('10002_4', '192.168.220.50')",480,"('10002_4', '192.168.220.50')"
"('10002_4', '192.168.220.51')",609,"('10002_4', '192.168.220.51')"
"('10002_4', '192.168.210.55')",692,"('10002_4', '192.168.210.55')"
"('10002_4', '192.168.220.47')",1773,"('10002_4', '192.168.220.47')"
"('10411_68', '192.168.210.52')",139,"('10411_68', '192.168.210.52')"
"('10411_68', '192.168.220.46')",140,"('10411_68', '192.168.220.46')"
"('10411_68', '192.168.210.45')",142,"('10411_68', '192.168.210.45')"
"('10411_68', '192.168.210.53')",150,"('10411_68', '192.168.210.53')"
"('10411_68', '192.168.210.54')",215,"('10411_68', '192.168.210.54')"
"('10411_68', '192.168.210.55')",220,"('10411_68', '192.168.210.55')"
"('10411_68', '192.168.210.46')",234,"('10411_68', '192.168.210.46')"
