,IP_B,confidence,IP_A
"('11831_172',)","('192.168.220.51',)",0.6666666666666666,"('11831_172',)"
"('10234_252',)","('192.168.220.51',)",1.0,"('10234_252',)"
"('10027_240',)","('192.168.210.49',)",0.5714285714285714,"('10027_240',)"
"('14407_47',)","('192.168.220.48',)",1.0,"('14407_47',)"
"('14408_60',)","('192.168.220.51',)",1.0,"('14408_60',)"
"('10088_34',)","('192.168.210.56',)",1.0,"('10088_34',)"
"('12928_104',)","('192.168.220.51',)",1.0,"('12928_104',)"
"('10118_164',)","('192.168.210.49',)",1.0,"('10118_164',)"
"('11042_39',)","('192.168.220.42',)",1.0,"('11042_39',)"
"('11907_123',)","('192.168.220.47',)",1.0,"('11907_123',)"
"('12037_194',)","('192.168.210.56',)",1.0,"('12037_194',)"
"('10189_166',)","('192.168.220.49',)",0.8837209302325582,"('10189_166',)"
"('10189_145',)","('192.168.220.51',)",0.7441860465116279,"('10189_145',)"
"('13693_173',)","('192.168.210.45',)",0.8837209302325582,"('13693_173',)"
"('14169_42',)","('192.168.210.54',)",0.6976744186046512,"('14169_42',)"
"('14418_4',)","('192.168.220.51',)",0.7209302325581395,"('14418_4',)"
"('10469_43',)","('192.168.210.55',)",1.0,"('10469_43',)"
"('11123_33',)","('192.168.210.55',)",1.0,"('11123_33',)"
"('11167_164',)","('192.168.210.55',)",1.0,"('11167_164',)"
"('11560_126',)","('192.168.220.47',)",1.0,"('11560_126',)"
"('11564_14',)","('192.168.220.50',)",0.5227272727272727,"('11564_14',)"
"('10789_52',)","('192.168.210.48',)",1.0,"('10789_52',)"
"('10035_18',)","('192.168.220.51',)",0.7272727272727273,"('10035_18',)"
"('10088_254',)","('192.168.220.42',)",0.7727272727272727,"('10088_254',)"
"('12149_203',)","('192.168.220.42',)",1.0,"('12149_203',)"
"('12446_169',)","('192.168.220.51',)",0.7272727272727273,"('12446_169',)"
"('12470_140',)","('192.168.220.51',)",0.5909090909090909,"('12470_140',)"
"('12511_111',)","('192.168.220.51',)",0.7272727272727273,"('12511_111',)"
"('11192_67',)","('192.168.220.46',)",1.0,"('11192_67',)"
"('12594_103',)","('192.168.220.48',)",0.5454545454545454,"('12594_103',)"
"('10823_129',)","('192.168.210.53',)",0.6818181818181818,"('10823_129',)"
"('12775_132',)","('192.168.220.51',)",0.7272727272727273,"('12775_132',)"
"('10708_68',)","('192.168.220.50',)",1.0,"('10708_68',)"
"('10098_8',)","('192.168.220.50',)",0.8636363636363636,"('10098_8',)"
"('11841_160',)","('192.168.210.47',)",0.8636363636363636,"('11841_160',)"
"('13348_118',)","('192.168.220.51',)",1.0,"('13348_118',)"
"('12975_61',)","('192.168.220.51',)",1.0,"('12975_61',)"
"('12906_17',)","('192.168.220.51',)",0.6363636363636364,"('12906_17',)"
"('13544_126',)","('192.168.210.52',)",1.0,"('13544_126',)"
"('13578_9',)","('192.168.210.57',)",0.6363636363636364,"('13578_9',)"
"('10383_21',)","('192.168.220.51',)",0.6363636363636364,"('10383_21',)"
"('10166_14',)","('192.168.210.48',)",0.5909090909090909,"('10166_14',)"
"('11037_35',)","('192.168.220.51',)",1.0,"('11037_35',)"
"('14014_100',)","('192.168.220.51',)",1.0,"('14014_100',)"
"('13961_42',)","('192.168.210.47',)",0.6363636363636364,"('13961_42',)"
"('14062_202',)","('192.168.220.51',)",0.5909090909090909,"('14062_202',)"
"('14065_143',)","('192.168.220.51',)",0.5909090909090909,"('14065_143',)"
"('14083_199',)","('192.168.220.51',)",1.0,"('14083_199',)"
"('14491_90',)","('192.168.210.48',)",1.0,"('14491_90',)"
"('14501_250',)","('192.168.210.49',)",1.0,"('14501_250',)"
"('10057_197',)","('192.168.210.56',)",0.5333333333333333,"('10057_197',)"
"('10813_232',)","('192.168.220.51',)",1.0,"('10813_232',)"
"('12388_141',)","('192.168.220.51',)",0.6888888888888889,"('12388_141',)"
"('12792_184',)","('192.168.220.47',)",0.6444444444444445,"('12792_184',)"
"('10823_207',)","('192.168.220.51',)",1.0,"('10823_207',)"
"('13268_234',)","('192.168.210.53',)",0.7111111111111111,"('13268_234',)"
"('13366_176',)","('192.168.220.51',)",0.5333333333333333,"('13366_176',)"
"('13634_47',)","('192.168.220.42',)",0.5555555555555556,"('13634_47',)"
"('13862_72',)","('192.168.210.49',)",1.0,"('13862_72',)"
"('14122_146',)","('192.168.220.51',)",0.5111111111111111,"('14122_146',)"
"('10310_112',)","('192.168.220.51',)",0.5333333333333333,"('10310_112',)"
"('13631_82',)","('192.168.220.51',)",1.0,"('13631_82',)"
"('10198_96',)","('192.168.210.47',)",1.0,"('10198_96',)"
"('10744_35',)","('192.168.220.51',)",1.0,"('10744_35',)"
"('10299_68',)","('192.168.220.47',)",1.0,"('10299_68',)"
"('10733_157',)","('192.168.220.47',)",0.6521739130434783,"('10733_157',)"
"('10899_90',)","('192.168.220.47',)",0.5217391304347826,"('10899_90',)"
"('11298_40',)","('192.168.220.50',)",1.0,"('11298_40',)"
"('11544_234',)","('192.168.220.51',)",0.5434782608695652,"('11544_234',)"
"('11579_155',)","('192.168.220.51',)",1.0,"('11579_155',)"
"('11674_6',)","('192.168.220.51',)",0.7391304347826086,"('11674_6',)"
"('11652_75',)","('192.168.220.51',)",1.0,"('11652_75',)"
"('11824_196',)","('192.168.220.51',)",0.6086956521739131,"('11824_196',)"
"('11729_82',)","('192.168.210.55',)",1.0,"('11729_82',)"
"('12145_75',)","('192.168.220.42',)",1.0,"('12145_75',)"
"('12301_92',)","('192.168.220.51',)",0.6956521739130435,"('12301_92',)"
"('10021_233',)","('192.168.220.47',)",1.0,"('10021_233',)"
"('10088_117',)","('192.168.220.47',)",1.0,"('10088_117',)"
"('12322_134',)","('192.168.220.47',)",1.0,"('12322_134',)"
"('11037_11',)","('192.168.220.51',)",0.7391304347826086,"('11037_11',)"
"('12453_230',)","('192.168.220.47',)",1.0,"('12453_230',)"
"('12507_83',)","('192.168.220.48',)",1.0,"('12507_83',)"
"('12545_132',)","('192.168.220.51',)",1.0,"('12545_132',)"
"('12618_7',)","('192.168.220.48',)",0.5217391304347826,"('12618_7',)"
"('12632_101',)","('192.168.220.48',)",0.6086956521739131,"('12632_101',)"
"('12704_85',)","('192.168.220.51',)",0.7608695652173914,"('12704_85',)"
"('12752_16',)","('192.168.220.47',)",0.8043478260869565,"('12752_16',)"
"('12774_102',)","('192.168.220.51',)",0.8695652173913043,"('12774_102',)"
"('10274_221',)","('192.168.210.57',)",1.0,"('10274_221',)"
"('192.168.210.0',)","('192.168.220.51',)",1.0,"('192.168.210.0',)"
"('13006_163',)","('192.168.220.51',)",0.5,"('13006_163',)"
"('13081_84',)","('192.168.220.45',)",0.7391304347826086,"('13081_84',)"
"('13088_209',)","('192.168.220.45',)",1.0,"('13088_209',)"
"('11023_163',)","('192.168.220.45',)",0.5652173913043478,"('11023_163',)"
"('11404_220',)","('192.168.220.47',)",0.5652173913043478,"('11404_220',)"
"('13353_50',)","('192.168.220.47',)",1.0,"('13353_50',)"
"('13355_241',)","('192.168.220.50',)",0.6086956521739131,"('13355_241',)"
"('12094_15',)","('192.168.220.51',)",0.5217391304347826,"('12094_15',)"
"('11768_211',)","('192.168.220.47',)",1.0,"('11768_211',)"
"('13709_65',)","('192.168.210.45',)",1.0,"('13709_65',)"
"('11167_241',)","('192.168.210.46',)",1.0,"('11167_241',)"
"('13927_230',)","('192.168.220.47',)",0.6521739130434783,"('13927_230',)"
"('13252_94',)","('192.168.220.47',)",1.0,"('13252_94',)"
"('10302_75',)","('192.168.220.51',)",1.0,"('10302_75',)"
"('11655_108',)","('192.168.220.48',)",1.0,"('11655_108',)"
"('14455_127',)","('192.168.220.47',)",1.0,"('14455_127',)"
"('14544_87',)","('192.168.210.56',)",1.0,"('14544_87',)"
"('10124_38',)","('192.168.220.47',)",0.5106382978723404,"('10124_38',)"
"('11364_11',)","('192.168.220.49',)",0.7659574468085106,"('11364_11',)"
"('10789_83',)","('192.168.210.55',)",1.0,"('10789_83',)"
"('12400_90',)","('192.168.220.45',)",0.6170212765957447,"('12400_90',)"
"('12514_131',)","('192.168.210.55',)",1.0,"('12514_131',)"
"('12705_173',)","('192.168.220.51',)",1.0,"('12705_173',)"
"('12843_200',)","('192.168.210.47',)",1.0,"('12843_200',)"
"('13117_61',)","('192.168.220.51',)",0.5957446808510638,"('13117_61',)"
"('13210_238',)","('192.168.210.54',)",1.0,"('13210_238',)"
"('13255_11',)","('192.168.220.51',)",0.6382978723404256,"('13255_11',)"
"('10104_73',)","('192.168.210.49',)",1.0,"('10104_73',)"
"('14042_63',)","('192.168.220.51',)",0.5957446808510638,"('14042_63',)"
"('10321_20',)","('192.168.220.51',)",0.5319148936170213,"('10321_20',)"
"('10718_124',)","('192.168.210.55',)",1.0,"('10718_124',)"
"('11037_6',)","('192.168.220.42',)",0.6666666666666666,"('11037_6',)"
"('10392_67',)","('192.168.210.55',)",1.0,"('10392_67',)"
"('11308_191',)","('192.168.220.47',)",0.625,"('11308_191',)"
"('10310_98',)","('192.168.220.50',)",1.0,"('10310_98',)"
"('192.168.100.0',)","('192.168.220.51',)",1.0,"('192.168.100.0',)"
"('10371_26',)","('192.168.210.46',)",0.7083333333333334,"('10371_26',)"
"('12018_199',)","('192.168.220.50',)",0.7083333333333334,"('12018_199',)"
"('12025_35',)","('192.168.220.51',)",0.5833333333333334,"('12025_35',)"
"('12087_130',)","('192.168.220.47',)",1.0,"('12087_130',)"
"('12349_193',)","('192.168.220.47',)",0.6666666666666666,"('12349_193',)"
"('10297_25',)","('192.168.220.51',)",0.6666666666666666,"('10297_25',)"
"('12367_130',)","('192.168.220.51',)",1.0,"('12367_130',)"
"('12663_232',)","('192.168.220.51',)",0.5,"('12663_232',)"
"('12664_88',)","('192.168.220.51',)",0.5416666666666666,"('12664_88',)"
"('10567_85',)","('192.168.220.51',)",1.0,"('10567_85',)"
"('12934_209',)","('192.168.220.42',)",1.0,"('12934_209',)"
"('10694_68',)","('192.168.220.47',)",0.8333333333333334,"('10694_68',)"
"('11851_12',)","('192.168.210.47',)",0.6666666666666666,"('11851_12',)"
"('13009_48',)","('192.168.220.50',)",1.0,"('13009_48',)"
"('10088_39',)","('192.168.210.47',)",0.625,"('10088_39',)"
"('13030_10',)","('192.168.220.46',)",0.625,"('13030_10',)"
"('11166_245',)","('192.168.210.54',)",1.0,"('11166_245',)"
"('13111_132',)","('192.168.210.54',)",1.0,"('13111_132',)"
"('13266_198',)","('192.168.210.55',)",0.625,"('13266_198',)"
"('13329_21',)","('192.168.220.47',)",1.0,"('13329_21',)"
"('13031_152',)","('192.168.220.47',)",0.5833333333333334,"('13031_152',)"
"('13384_214',)","('192.168.220.50',)",1.0,"('13384_214',)"
"('13423_116',)","('192.168.210.49',)",1.0,"('13423_116',)"
"('11867_252',)","('192.168.220.50',)",0.9166666666666666,"('11867_252',)"
"('13467_5',)","('192.168.220.50',)",1.0,"('13467_5',)"
"('11768_185',)","('192.168.220.47',)",1.0,"('11768_185',)"
"('10560_197',)","('192.168.210.48',)",1.0,"('10560_197',)"
"('11729_26',)","('192.168.210.52',)",1.0,"('11729_26',)"
"('11545_4',)","('192.168.210.54',)",0.7083333333333334,"('11545_4',)"
"('13786_41',)","('192.168.220.51',)",0.6666666666666666,"('13786_41',)"
"('13810_67',)","('192.168.210.55',)",1.0,"('13810_67',)"
"('13854_27',)","('192.168.210.55',)",0.75,"('13854_27',)"
"('10088_131',)","('192.168.220.45',)",1.0,"('10088_131',)"
"('13919_102',)","('192.168.220.49',)",0.7916666666666666,"('13919_102',)"
"('14186_166',)","('192.168.220.51',)",1.0,"('14186_166',)"
"('14243_72',)","('192.168.220.51',)",1.0,"('14243_72',)"
"('14271_140',)","('192.168.220.42',)",1.0,"('14271_140',)"
"('10708_212',)","('192.168.220.49',)",1.0,"('10708_212',)"
"('10694_92',)","('192.168.220.47',)",1.0,"('10694_92',)"
"('10708_92',)","('192.168.220.51',)",1.0,"('10708_92',)"
"('10718_84',)","('192.168.220.45',)",1.0,"('10718_84',)"
"('14470_146',)","('192.168.220.46',)",1.0,"('14470_146',)"
"('10099_27',)","('192.168.220.45',)",1.0,"('10099_27',)"
"('14517_184',)","('192.168.220.46',)",1.0,"('14517_184',)"
"('10343_172',)","('192.168.210.54',)",1.0,"('10343_172',)"
"('14593_123',)","('192.168.220.51',)",1.0,"('14593_123',)"
"('14619_220',)","('192.168.210.48',)",1.0,"('14619_220',)"
"('10343_188',)","('192.168.220.45',)",0.8163265306122449,"('10343_188',)"
"('10940_122',)","('192.168.210.56',)",0.5918367346938775,"('10940_122',)"
"('11043_12',)","('192.168.220.42',)",0.673469387755102,"('11043_12',)"
"('11079_155',)","('192.168.210.53',)",0.6122448979591837,"('11079_155',)"
"('11217_149',)","('192.168.210.46',)",0.5714285714285714,"('11217_149',)"
"('11655_121',)","('192.168.220.51',)",0.6326530612244898,"('11655_121',)"
"('11756_210',)","('192.168.220.49',)",0.673469387755102,"('11756_210',)"
"('10392_34',)","('192.168.210.55',)",1.0,"('10392_34',)"
"('11972_90',)","('192.168.220.47',)",0.673469387755102,"('11972_90',)"
"('12360_118',)","('192.168.220.51',)",0.8367346938775511,"('12360_118',)"
"('12681_172',)","('192.168.210.53',)",0.7142857142857143,"('12681_172',)"
"('12970_162',)","('192.168.220.49',)",1.0,"('12970_162',)"
"('13638_60',)","('192.168.210.54',)",0.6326530612244898,"('13638_60',)"
"('12441_103',)","('192.168.220.47',)",1.0,"('12441_103',)"
"('13718_54',)","('192.168.210.49',)",0.6530612244897959,"('13718_54',)"
"('13771_166',)","('192.168.220.42',)",1.0,"('13771_166',)"
"('10759_32',)","('192.168.210.53',)",0.46938775510204084,"('10759_32',)"
"('10463_35',)","('192.168.220.50',)",0.68,"('10463_35',)"
"('10720_132',)","('192.168.210.55',)",0.74,"('10720_132',)"
"('10088_222',)","('192.168.210.55',)",1.0,"('10088_222',)"
"('10938_102',)","('192.168.210.56',)",0.6,"('10938_102',)"
"('11051_237',)","('192.168.220.42',)",1.0,"('11051_237',)"
"('11309_92',)","('192.168.220.49',)",1.0,"('11309_92',)"
"('11523_93',)","('192.168.220.47',)",0.68,"('11523_93',)"
"('10244_181',)","('192.168.220.50',)",1.0,"('10244_181',)"
"('11312_38',)","('192.168.220.51',)",0.52,"('11312_38',)"
"('11836_90',)","('192.168.220.49',)",0.74,"('11836_90',)"
"('12423_138',)","('192.168.210.53',)",1.0,"('12423_138',)"
"('12357_135',)","('192.168.210.53',)",1.0,"('12357_135',)"
"('12642_189',)","('192.168.220.48',)",0.48,"('12642_189',)"
"('12657_192',)","('192.168.220.48',)",0.56,"('12657_192',)"
"('11312_222',)","('192.168.220.42',)",1.0,"('11312_222',)"
"('13021_95',)","('192.168.220.51',)",1.0,"('13021_95',)"
"('11500_249',)","('192.168.210.56',)",0.52,"('11500_249',)"
"('13093_3',)","('192.168.220.50',)",0.6,"('13093_3',)"
"('13133_251',)","('192.168.220.51',)",1.0,"('13133_251',)"
"('10088_48',)","('192.168.210.46',)",0.56,"('10088_48',)"
"('10272_23',)","('192.168.210.48',)",1.0,"('10272_23',)"
"('13354_34',)","('192.168.220.47',)",1.0,"('13354_34',)"
"('11815_119',)","('192.168.220.49',)",1.0,"('11815_119',)"
"('13388_11',)","('192.168.220.51',)",1.0,"('13388_11',)"
"('13707_58',)","('192.168.210.45',)",1.0,"('13707_58',)"
"('13723_221',)","('192.168.210.54',)",1.0,"('13723_221',)"
"('13887_180',)","('192.168.210.52',)",1.0,"('13887_180',)"
"('14072_172',)","('192.168.210.47',)",1.0,"('14072_172',)"
"('14264_60',)","('192.168.220.51',)",1.0,"('14264_60',)"
"('13550_67',)","('192.168.210.46',)",0.84,"('13550_67',)"
"('14440_240',)","('192.168.220.47',)",1.0,"('14440_240',)"
"('14466_47',)","('192.168.220.46',)",1.0,"('14466_47',)"
"('10088_64',)","('192.168.210.48',)",1.0,"('10088_64',)"
"('10685_104',)","('192.168.220.47',)",0.9215686274509803,"('10685_104',)"
"('10416_113',)","('192.168.210.55',)",1.0,"('10416_113',)"
"('13040_230',)","('192.168.220.46',)",0.6470588235294118,"('13040_230',)"
"('12613_98',)","('192.168.220.51',)",1.0,"('12613_98',)"
"('13126_100',)","('192.168.220.51',)",1.0,"('13126_100',)"
"('13463_89',)","('192.168.220.50',)",0.7254901960784313,"('13463_89',)"
"('13113_1',)","('192.168.220.49',)",0.5098039215686274,"('13113_1',)"
"('14148_46',)","('192.168.220.51',)",1.0,"('14148_46',)"
"('14368_115',)","('192.168.220.51',)",1.0,"('14368_115',)"
"('14375_160',)","('192.168.220.49',)",0.7058823529411765,"('14375_160',)"
"('14359_131',)","('192.168.220.51',)",0.47058823529411764,"('14359_131',)"
"('10131_248',)","('192.168.210.48',)",1.0,"('10131_248',)"
"('10186_121',)","('192.168.220.46',)",1.0,"('10186_121',)"
"('10308_169',)","('192.168.220.47',)",1.0,"('10308_169',)"
"('10507_164',)","('192.168.220.47',)",0.8076923076923077,"('10507_164',)"
"('10977_110',)","('192.168.210.53',)",0.6923076923076923,"('10977_110',)"
"('11100_3',)","('192.168.210.47',)",0.5384615384615384,"('11100_3',)"
"('11233_145',)","('192.168.210.56',)",0.5384615384615384,"('11233_145',)"
"('10718_100',)","('192.168.220.42',)",1.0,"('10718_100',)"
"('11439_203',)","('192.168.220.51',)",0.7307692307692307,"('11439_203',)"
"('10151_30',)","('192.168.220.45',)",0.7692307692307693,"('10151_30',)"
"('10415_115',)","('192.168.220.47',)",1.0,"('10415_115',)"
"('10392_19',)","('192.168.220.47',)",1.0,"('10392_19',)"
"('10343_9',)","('192.168.210.52',)",1.0,"('10343_9',)"
"('10191_3',)","('192.168.220.45',)",0.5769230769230769,"('10191_3',)"
"('10310_99',)","('192.168.210.57',)",0.6153846153846154,"('10310_99',)"
"('12117_157',)","('192.168.220.42',)",1.0,"('12117_157',)"
"('12121_166',)","('192.168.220.42',)",1.0,"('12121_166',)"
"('12249_120',)","('192.168.220.47',)",1.0,"('12249_120',)"
"('12258_177',)","('192.168.220.51',)",0.6346153846153846,"('12258_177',)"
"('12289_87',)","('192.168.220.47',)",0.6923076923076923,"('12289_87',)"
"('12294_172',)","('192.168.220.51',)",0.6538461538461539,"('12294_172',)"
"('12317_166',)","('192.168.220.47',)",0.5769230769230769,"('12317_166',)"
"('12362_13',)","('192.168.220.51',)",1.0,"('12362_13',)"
"('11780_253',)","('192.168.210.52',)",0.5576923076923077,"('11780_253',)"
"('10088_45',)","('192.168.220.47',)",0.6538461538461539,"('10088_45',)"
"('12422_137',)","('192.168.210.53',)",1.0,"('12422_137',)"
"('12620_99',)","('192.168.220.51',)",0.46153846153846156,"('12620_99',)"
"('10567_90',)","('192.168.220.51',)",1.0,"('10567_90',)"
"('10088_31',)","('192.168.210.47',)",0.6923076923076923,"('10088_31',)"
"('12932_66',)","('192.168.220.45',)",0.5384615384615384,"('12932_66',)"
"('12965_171',)","('192.168.210.47',)",1.0,"('12965_171',)"
"('13043_53',)","('192.168.220.47',)",1.0,"('13043_53',)"
"('10343_52',)","('192.168.220.43',)",0.9230769230769231,"('10343_52',)"
"('11690_42',)","('192.168.220.42',)",0.5384615384615384,"('11690_42',)"
"('13282_62',)","('192.168.220.47',)",1.0,"('13282_62',)"
"('13365_78',)","('192.168.220.50',)",1.0,"('13365_78',)"
"('13401_214',)","('192.168.220.47',)",1.0,"('13401_214',)"
"('13417_124',)","('192.168.220.47',)",0.7307692307692307,"('13417_124',)"
"('11593_99',)","('192.168.210.47',)",0.7307692307692307,"('11593_99',)"
"('10088_32',)","('192.168.210.47',)",0.6538461538461539,"('10088_32',)"
"('13647_21',)","('192.168.220.51',)",1.0,"('13647_21',)"
"('14092_73',)","('192.168.220.51',)",1.0,"('14092_73',)"
"('12059_217',)","('192.168.210.52',)",1.0,"('12059_217',)"
"('14104_10',)","('192.168.210.57',)",1.0,"('14104_10',)"
"('13406_13',)","('192.168.210.54',)",0.7692307692307693,"('13406_13',)"
"('10759_128',)","('192.168.220.46',)",0.6538461538461539,"('10759_128',)"
"('14182_28',)","('192.168.220.51',)",1.0,"('14182_28',)"
"('14307_53',)","('192.168.220.51',)",1.0,"('14307_53',)"
"('10243_67',)","('192.168.210.45',)",1.0,"('10243_67',)"
"('11151_139',)","('192.168.210.56',)",0.5769230769230769,"('11151_139',)"
"('10244_202',)","('192.168.220.51',)",1.0,"('10244_202',)"
"('14134_130',)","('192.168.210.49',)",1.0,"('14134_130',)"
"('11502_115',)","('192.168.220.47',)",1.0,"('11502_115',)"
"('10696_115',)","('192.168.210.55',)",0.7169811320754716,"('10696_115',)"
"('10848_59',)","('192.168.220.47',)",0.7358490566037735,"('10848_59',)"
"('10208_145',)","('192.168.220.47',)",0.6226415094339622,"('10208_145',)"
"('12171_98',)","('192.168.220.51',)",0.7358490566037735,"('12171_98',)"
"('10508_207',)","('192.168.220.48',)",0.6981132075471698,"('10508_207',)"
"('13461_227',)","('192.168.220.51',)",1.0,"('13461_227',)"
"('13861_172',)","('192.168.210.47',)",1.0,"('13861_172',)"
"('14369_222',)","('192.168.210.56',)",1.0,"('14369_222',)"
"('14347_193',)","('192.168.220.47',)",0.660377358490566,"('14347_193',)"
"('10207_12',)","('192.168.220.51',)",0.5185185185185185,"('10207_12',)"
"('12109_124',)","('192.168.220.42',)",0.7407407407407407,"('12109_124',)"
"('12276_69',)","('192.168.210.52',)",1.0,"('12276_69',)"
"('10088_249',)","('192.168.220.42',)",0.9259259259259259,"('10088_249',)"
"('12472_230',)","('192.168.220.51',)",0.6666666666666666,"('12472_230',)"
"('12551_195',)","('192.168.220.49',)",0.6296296296296297,"('12551_195',)"
"('10759_250',)","('192.168.220.51',)",0.8888888888888888,"('10759_250',)"
"('12842_56',)","('192.168.210.47',)",0.6666666666666666,"('12842_56',)"
"('12871_219',)","('192.168.210.47',)",1.0,"('12871_219',)"
"('11194_210',)","('192.168.220.50',)",1.0,"('11194_210',)"
"('13451_24',)","('192.168.210.45',)",1.0,"('13451_24',)"
"('13537_216',)","('192.168.220.48',)",1.0,"('13537_216',)"
"('11090_130',)","('192.168.210.49',)",0.6296296296296297,"('11090_130',)"
"('13627_212',)","('192.168.220.42',)",0.4444444444444444,"('13627_212',)"
"('10045_46',)","('192.168.220.51',)",0.9259259259259259,"('10045_46',)"
"('10088_176',)","('192.168.220.49',)",0.8148148148148148,"('10088_176',)"
"('10682_137',)","('192.168.220.47',)",0.48148148148148145,"('10682_137',)"
"('13926_21',)","('192.168.220.47',)",1.0,"('13926_21',)"
"('14052_53',)","('192.168.220.51',)",0.5185185185185185,"('14052_53',)"
"('12662_171',)","('192.168.220.51',)",0.5925925925925926,"('12662_171',)"
"('14483_229',)","('192.168.210.56',)",1.0,"('14483_229',)"
"('10099_131',)","('192.168.210.54',)",1.0,"('10099_131',)"
"('11431_157',)","('192.168.210.54',)",0.45454545454545453,"('11431_157',)"
"('10088_69',)","('192.168.220.51',)",1.0,"('10088_69',)"
"('11834_171',)","('192.168.220.47',)",1.0,"('11834_171',)"
"('11846_9',)","('192.168.210.57',)",1.0,"('11846_9',)"
"('11864_46',)","('192.168.210.47',)",0.5636363636363636,"('11864_46',)"
"('12141_235',)","('192.168.220.42',)",0.6727272727272727,"('12141_235',)"
"('13277_37',)","('192.168.220.47',)",0.6727272727272727,"('13277_37',)"
"('10383_22',)","('192.168.220.51',)",0.8545454545454545,"('10383_22',)"
"('10244_167',)","('192.168.210.46',)",1.0,"('10244_167',)"
"('13641_163',)","('192.168.220.49',)",0.509090909090909,"('13641_163',)"
"('13892_46',)","('192.168.210.47',)",0.41818181818181815,"('13892_46',)"
"('14366_199',)","('192.168.220.45',)",0.7818181818181819,"('14366_199',)"
"('14591_245',)","('192.168.220.43',)",1.0,"('14591_245',)"
"('10579_158',)","('192.168.220.47',)",0.8214285714285714,"('10579_158',)"
"('10534_148',)","('192.168.220.47',)",0.42857142857142855,"('10534_148',)"
"('10923_164',)","('192.168.220.51',)",0.42857142857142855,"('10923_164',)"
"('11045_203',)","('192.168.220.42',)",1.0,"('11045_203',)"
"('11207_135',)","('192.168.220.42',)",0.42857142857142855,"('11207_135',)"
"('11164_79',)","('192.168.220.51',)",0.42857142857142855,"('11164_79',)"
"('11498_35',)","('192.168.220.51',)",0.7857142857142857,"('11498_35',)"
"('11548_140',)","('192.168.220.47',)",0.5714285714285714,"('11548_140',)"
"('11580_53',)","('192.168.220.51',)",1.0,"('11580_53',)"
"('10789_244',)","('192.168.220.51',)",1.0,"('10789_244',)"
"('10234_160',)","('192.168.220.51',)",0.6428571428571429,"('10234_160',)"
"('10588_7',)","('192.168.220.51',)",0.4642857142857143,"('10588_7',)"
"('10123_61',)","('192.168.220.43',)",0.7142857142857143,"('10123_61',)"
"('12321_78',)","('192.168.220.47',)",1.0,"('12321_78',)"
"('12392_5',)","('192.168.220.43',)",1.0,"('12392_5',)"
"('10088_24',)","('192.168.210.53',)",0.7142857142857143,"('10088_24',)"
"('10088_100',)","('192.168.220.49',)",0.6785714285714286,"('10088_100',)"
"('10120_218',)","('192.168.220.50',)",0.42857142857142855,"('10120_218',)"
"('12591_66',)","('192.168.220.51',)",0.42857142857142855,"('12591_66',)"
"('12635_42',)","('192.168.220.48',)",1.0,"('12635_42',)"
"('10534_141',)","('192.168.220.51',)",0.5,"('10534_141',)"
"('12646_14',)","('192.168.220.51',)",0.42857142857142855,"('12646_14',)"
"('12735_2',)","('192.168.220.47',)",0.5,"('12735_2',)"
"('11918_157',)","('192.168.210.47',)",0.6428571428571429,"('11918_157',)"
"('12287_145',)","('192.168.220.51',)",0.4642857142857143,"('12287_145',)"
"('10003_114',)","('192.168.220.51',)",1.0,"('10003_114',)"
"('13176_66',)","('192.168.210.49',)",1.0,"('13176_66',)"
"('13203_38',)","('192.168.220.51',)",1.0,"('13203_38',)"
"('13340_72',)","('192.168.220.51',)",1.0,"('13340_72',)"
"('13400_46',)","('192.168.220.47',)",1.0,"('13400_46',)"
"('13425_149',)","('192.168.210.49',)",1.0,"('13425_149',)"
"('13444_107',)","('192.168.210.45',)",1.0,"('13444_107',)"
"('13685_27',)","('192.168.210.52',)",0.6071428571428571,"('13685_27',)"
"('13713_199',)","('192.168.210.45',)",0.6071428571428571,"('13713_199',)"
"('13722_163',)","('192.168.210.54',)",1.0,"('13722_163',)"
"('13805_158',)","('192.168.220.43',)",1.0,"('13805_158',)"
"('10545_109',)","('192.168.210.54',)",1.0,"('10545_109',)"
"('13956_239',)","('192.168.210.50',)",1.0,"('13956_239',)"
"('11697_32',)","('192.168.210.57',)",1.0,"('11697_32',)"
"('14176_224',)","('192.168.220.51',)",1.0,"('14176_224',)"
"('11081_172',)","('192.168.220.51',)",1.0,"('11081_172',)"
"('10088_68',)","('192.168.220.51',)",1.0,"('10088_68',)"
"('10202_195',)","('192.168.210.54',)",0.9285714285714286,"('10202_195',)"
"('14482_122',)","('192.168.210.56',)",1.0,"('14482_122',)"
"('10392_91',)","('192.168.220.49',)",1.0,"('10392_91',)"
"('10299_44',)","('192.168.220.47',)",1.0,"('10299_44',)"
"('14530_37',)","('192.168.220.47',)",1.0,"('14530_37',)"
"('10124_46',)","('192.168.220.51',)",0.5964912280701754,"('10124_46',)"
"('10124_65',)","('192.168.220.51',)",0.42105263157894735,"('10124_65',)"
"('11633_25',)","('192.168.220.51',)",0.42105263157894735,"('11633_25',)"
"('11942_57',)","('192.168.220.51',)",0.5263157894736842,"('11942_57',)"
"('10088_26',)","('192.168.220.47',)",0.5964912280701754,"('10088_26',)"
"('12922_20',)","('192.168.220.51',)",0.42105263157894735,"('12922_20',)"
"('13018_30',)","('192.168.220.47',)",0.42105263157894735,"('13018_30',)"
