,IP_A,IP_B,confidence,pairs,pairs2,frequency,avg_norm_latency,total_duration,total_packets,norm_latency,latency_rank,pair_ID,server_A,server_B,server
330,10241_44,192.168.220.47,0.48615384615384616,"['10241_44', '192.168.220.47']","('10241_44', '192.168.220.47')",158,0.03126309732812898,45.858,645,2.5090535315855854e-05,0.003964304579905225,269,,,26
767,10330_54,192.168.220.51,0.3831242873432155,"['10330_54', '192.168.220.51']","('10330_54', '192.168.220.51')",336,0.007365610468485433,21.56399999999997,3043,1.1798427832681645e-05,0.0039642717517810325,270,,,27
260,11858_191,192.168.220.51,0.6914893617021277,"['11858_191', '192.168.220.51']","('11858_191', '192.168.220.51')",195,0.036730165205165206,37.09300000000001,435,2.0294893507589544e-05,0.003957504233979961,271,,,27
714,11475_71,192.168.220.51,0.256198347107438,"['11475_71', '192.168.220.51']","('11475_71', '192.168.220.51')",186,0.034662047624292945,38.775999999999996,529,2.1215722391025043e-05,0.003946124364730658,272,,,27
594,10302_64,192.168.220.51,0.9100719424460432,"['10302_64', '192.168.220.51']","('10302_64', '192.168.220.51')",506,0.007811683606248819,14.250999999999983,1249,7.797226629732245e-06,0.003945396674644516,273,,,27
699,11263_123,192.168.220.47,0.2906474820143885,"['11263_123', '192.168.220.47']","('11263_123', '192.168.220.47')",202,0.026120830297315444,35.25699999999999,426,1.9290352907478072e-05,0.0038966512873105704,274,,,27
747,10626_228,192.168.220.47,0.23300970873786409,"['10626_228', '192.168.220.47']","('10626_228', '192.168.220.47')",192,0.031178125845508668,36.95000000000001,588,2.02166531449447e-05,0.003881597403829382,275,,,27
625,11418_138,192.168.220.47,0.3979416809605489,"['11418_138', '192.168.220.47']","('11418_138', '192.168.220.47')",232,0.05467995689655175,30.560000000000027,366,1.6720457919066583e-05,0.0038791462372234475,276,,,27
127,10712_191,192.168.210.52,0.9285714285714286,"['10712_191', '192.168.210.52']","('10712_191', '192.168.210.52')",182,0.018124735197795894,38.88599999999999,2133,2.127590728536723e-05,0.0038722151259368356,277,,,27
535,11339_226,192.168.220.51,0.33665338645418325,"['11339_226', '192.168.220.51']","('11339_226', '192.168.220.51')",169,0.050539163614163635,41.57999999999998,705,2.2749890061347764e-05,0.003844731420367772,278,,,27
692,10054_94,192.168.220.47,0.2608695652173913,"['10054_94', '192.168.220.47']","('10054_94', '192.168.220.47')",180,0.022239231339648006,38.83000000000001,1444,2.1245267702793036e-05,0.0038241481865027463,279,,,27
674,11292_68,192.168.220.51,0.37251908396946565,"['11292_68', '192.168.220.51']","('11292_68', '192.168.220.51')",244,0.02228073532796892,28.596000000000018,584,1.5645883987356937e-05,0.0038175956929150925,280,,,28
269,10058_130,192.168.210.47,1.0,"['10058_130', '192.168.210.47']","('10058_130', '192.168.210.47')",288,0.010252572389946903,24.182999999999996,8972,1.3231375453428888e-05,0.00381063613058752,281,,,28
139,13239_133,192.168.210.54,1.0,"['13239_133', '192.168.210.54']","('13239_133', '192.168.210.54')",204,0.006481596029710557,34.083000000000006,1601,1.8648015944225983e-05,0.0038041952526221006,282,,,28
746,10008_8,192.168.220.51,0.40464547677261614,"['10008_8', '192.168.220.51']","('10008_8', '192.168.220.51')",331,0.012068198359210441,20.967,686,1.1471787997024502e-05,0.00379716182701511,283,,,28
435,11935_173,192.168.220.51,0.8230958230958231,"['11935_173', '192.168.220.51']","('11935_173', '192.168.220.51')",335,0.004014260092969304,20.462,944,1.119548461845354e-05,0.003750487347181936,284,,,28
697,11744_185,192.168.220.51,0.3184438040345821,"['11744_185', '192.168.220.51']","('11744_185', '192.168.220.51')",221,0.027126308269407807,30.683000000000007,615,1.6787755573649207e-05,0.0037100939817764746,285,,,28
247,11090_128,192.168.220.51,0.5444444444444444,"['11090_128', '192.168.220.51']","('11090_128', '192.168.220.51')",147,0.07555501505297424,46.069000000000024,448,2.5205980885912248e-05,0.0037052791902291004,286,,,28
278,12674_71,192.168.220.48,1.0,"['12674_71', '192.168.220.48']","('12674_71', '192.168.220.48')",293,0.02528664066309117,22.991999999999994,428,1.2579737188323905e-05,0.0036858629961789044,287,,,28
784,10700_254,192.168.220.51,0.3012884043607532,"['10700_254', '192.168.220.51']","('10700_254', '192.168.220.51')",304,0.018157213857049388,22.106000000000005,903,1.2094975221167728e-05,0.0036768724672349893,288,,,28
156,14537_242,192.168.220.51,1.0,"['14537_242', '192.168.220.51']","('14537_242', '192.168.220.51')",217,0.00944319111198817,30.860000000000007,1343,1.688459853999982e-05,0.003663957883179961,289,,,28
531,10551_167,192.168.220.47,0.5542168674698795,"['10551_167', '192.168.220.47']","('10551_167', '192.168.220.47')",276,0.029953402816989785,24.164,506,1.3220979880769785e-05,0.0036489904470924607,290,,,29
664,10904_123,192.168.220.51,0.31811023622047246,"['10904_123', '192.168.220.51']","('10904_123', '192.168.220.51')",202,0.015039076472530175,32.934999999999995,1651,1.8019904501454758e-05,0.003640020709293861,291,,,29
274,10078_105,192.168.220.51,0.5684931506849316,"['10078_105', '192.168.220.51']","('10078_105', '192.168.220.51')",166,0.04562008799081566,39.933000000000014,780,2.1848758052424267e-05,0.0036268938367024282,292,,,29
738,10432_97,192.168.220.50,0.2777777777777778,"['10432_97', '192.168.220.50']","('10432_97', '192.168.220.50')",220,0.030078739177489176,30.041999999999998,395,1.6437041780255164e-05,0.003616149191656136,293,,,29
65,10938_103,192.168.210.56,1.0,"['10938_103', '192.168.210.56']","('10938_103', '192.168.210.56')",164,0.024069547127785838,40.267999999999994,1856,2.203204841246638e-05,0.0036132559396444865,294,,,29
470,10515_102,192.168.220.47,0.35079726651480636,"['10515_102', '192.168.220.47']","('10515_102', '192.168.220.47')",154,0.03102979041160859,42.77800000000001,1245,2.340535827427454e-05,0.0036044251742382793,295,,,29
135,13049_151,192.168.210.56,0.7512437810945274,"['13049_151', '192.168.210.56']","('13049_151', '192.168.210.56')",151,0.04011376500831117,43.49399999999998,838,2.379710722290187e-05,0.003593363190658182,296,,,29
667,11398_5,192.168.220.47,0.2986003110419907,"['11398_5', '192.168.220.47']","('11398_5', '192.168.220.47')",192,0.008549025210474062,33.99699999999999,6041,1.8600962299558446e-05,0.003571384761515222,297,,,29
218,11598_243,192.168.210.55,0.766798418972332,"['11598_243', '192.168.210.55']","('11598_243', '192.168.210.55')",194,0.0386018249505363,33.437,571,1.829456647381639e-05,0.0035491458959203796,298,,,29
554,10204_65,192.168.220.51,0.4359464627151052,"['10204_65', '192.168.220.51']","('10204_65', '192.168.220.51')",228,0.025413862295112298,28.398000000000007,403,1.5537551177540987e-05,0.003542561668479345,299,,,29
117,11773_187,192.168.220.51,0.7958115183246073,"['11773_187', '192.168.220.51']","('11773_187', '192.168.220.51')",152,0.010105472836515726,42.525999999999996,4340,2.3267480152690607e-05,0.003536656983208972,300,,,30
87,11733_33,192.168.220.49,1.0,"['11733_33', '192.168.220.49']","('11733_33', '192.168.220.49')",177,0.027006698954896328,36.24800000000001,1345,1.9832564091960905e-05,0.0035103638442770804,301,,,30
121,11014_136,192.168.220.45,0.7772020725388601,"['11014_136', '192.168.220.45']","('11014_136', '192.168.220.45')",150,0.03878780423280423,42.40800000000001,472,2.3202918175123537e-05,0.0034804377262685304,302,,,30
756,10941_174,192.168.220.51,0.3142857142857143,"['10941_174', '192.168.220.51']","('10941_174', '192.168.220.51')",264,0.01534705988455988,24.013999999999985,1127,1.3138909570303153e-05,0.0034686721265600323,303,,,30
389,10457_54,192.168.220.51,0.39944903581267216,"['10457_54', '192.168.220.51']","('10457_54', '192.168.220.51')",145,0.003633656624163212,43.535999999999994,5534,2.382008690983253e-05,0.0034539126019257167,304,,,30
136,10003_106,192.168.220.51,1.0,"['10003_106', '192.168.220.51']","('10003_106', '192.168.220.51')",202,0.012007823832105228,31.072999999999997,2459,1.700113838086242e-05,0.003434229952934209,305,,,30
646,12204_156,192.168.210.57,0.3944353518821604,"['12204_156', '192.168.210.57']","('12204_156', '192.168.210.57')",241,0.039598604334807636,25.89699999999997,838,1.4169165534360814e-05,0.0034147688937809562,306,,,30
29,12969_46,192.168.220.49,1.0,"['12969_46', '192.168.220.49']","('12969_46', '192.168.220.49')",142,0.043979328474071565,43.87399999999999,739,2.4005018676083986e-05,0.003408712652003926,307,,,30
663,11129_139,192.168.220.51,0.28976377952755905,"['11129_139', '192.168.220.51']","('11129_139', '192.168.220.51')",184,0.03401264437555198,33.660000000000004,547,1.841657766871011e-05,0.00338865029104266,308,,,30
314,12746_165,192.168.220.51,1.0,"['12746_165', '192.168.220.51']","('12746_165', '192.168.220.51')",316,0.003707223421280567,19.457000000000004,679,1.064561353832717e-05,0.003364013878111386,309,,,30
361,13941_95,192.168.210.54,0.6781609195402298,"['13941_95', '192.168.210.54']","('13941_95', '192.168.210.54')",236,0.002970507660002805,26.03599999999999,2944,1.4245217355393229e-05,0.003361871295872802,310,,,31
781,11161_105,192.168.220.51,0.3944387229660144,"['11161_105', '192.168.220.51']","('11161_105', '192.168.220.51')",383,0.01157974530907508,16.037,1825,8.774410459688175e-06,0.003360599206060571,311,,,31
524,10964_127,192.168.220.51,0.40816326530612246,"['10964_127', '192.168.220.51']","('10964_127', '192.168.220.51')",200,0.01927107196969697,30.65,466,1.6769700105346544e-05,0.0033539400210693088,312,,,31
319,12230_211,192.168.220.51,0.8679245283018868,"['12230_211', '192.168.220.51']","('12230_211', '192.168.220.51')",276,0.025672801353236133,22.112000000000005,569,1.2098258033586392e-05,0.0033391192172698442,313,,,31
463,12076_163,192.168.220.47,0.38317757009345793,"['12076_163', '192.168.220.47']","('12076_163', '192.168.220.47')",164,0.0411575043012543,37.16099999999999,472,2.033209871500107e-05,0.0033344641892601753,314,,,31
783,10072_235,192.168.220.51,0.21941354903943378,"['10072_235', '192.168.220.51']","('10072_235', '192.168.220.51')",217,0.026131650837641615,28.084,634,1.5365750660964187e-05,0.0033343678934292286,315,,,31
589,11840_167,192.168.210.55,0.26181818181818184,"['11840_167', '192.168.210.55']","('11840_167', '192.168.210.55')",144,0.05164094255634108,42.29600000000002,1350,2.3141639009975133e-05,0.003332396017436419,316,,,31
31,10158_229,192.168.220.46,1.0,"['10158_229', '192.168.220.46']","('10158_229', '192.168.220.46')",143,0.03855899124560814,42.49099999999998,1115,2.3248330413581717e-05,0.0033245112491421857,317,,,31
161,10557_127,192.168.220.47,0.7818181818181819,"['10557_127', '192.168.220.47']","('10557_127', '192.168.220.47')",172,0.023493382635081772,35.038000000000004,594,1.917053025419681e-05,0.0032973312037218516,318,,,31
7,11513_244,192.168.220.47,1.0,"['11513_244', '192.168.220.47']","('11513_244', '192.168.220.47')",129,0.014552102237597961,46.046000000000035,2489,2.51933967716407e-05,0.0032499481835416505,319,,,31
111,11584_2,192.168.220.51,1.0,"['11584_2', '192.168.220.51']","('11584_2', '192.168.220.51')",188,0.009702017131093534,31.551,2160,1.726266910354939e-05,0.0032453817914672852,320,,,32
208,12979_241,192.168.210.53,0.6088709677419355,"['12979_241', '192.168.210.53']","('12979_241', '192.168.210.53')",151,0.030367399208203617,39.22700000000001,1044,2.146248045782803e-05,0.003240834549132032,321,,,32
337,11454_175,192.168.210.53,0.503030303030303,"['11454_175', '192.168.210.53']","('11454_175', '192.168.210.53')",166,0.03786810590681071,34.79699999999998,477,1.9038670622047094e-05,0.0031604193232598176,322,,,32
725,11930_171,192.168.220.51,0.904,"['11930_171', '192.168.220.51']","('11930_171', '192.168.220.51')",678,0.006257743362831852,8.511999999999992,1035,4.657216551279271e-06,0.0031575928217673454,323,,,32
37,10502_23,192.168.220.42,1.0,"['10502_23', '192.168.220.42']","('10502_23', '192.168.220.42')",146,0.019409589711584057,39.34600000000001,2035,2.1527589570798217e-05,0.00314302807733654,324,,,32
403,10105_203,192.168.220.47,0.7845744680851063,"['10105_203', '192.168.220.47']","('10105_203', '192.168.220.47')",295,0.009218115900116874,19.364,1475,1.0594729945837863e-05,0.0031254453340221694,325,,,32
595,10971_183,192.168.220.47,0.5394265232974911,"['10971_183', '192.168.220.47']","('10971_183', '192.168.220.47')",301,0.026265227021040977,18.977999999999998,411,1.0383535680237085e-05,0.0031254442397513627,326,,,32
107,14261_252,192.168.210.48,1.0,"['14261_252', '192.168.210.48']","('14261_252', '192.168.210.48')",186,0.013190822253339876,30.446,1427,1.665808448311194e-05,0.0030984037138588206,327,,,32
101,14574_40,192.168.220.51,1.0,"['14574_40', '192.168.220.51']","('14574_40', '192.168.220.51')",181,0.005982308770638482,31.19199999999999,1789,1.7066247493832603e-05,0.0030889907963837014,328,,,32
702,10246_105,192.168.220.51,0.2507082152974504,"['10246_105', '192.168.220.51']","('10246_105', '192.168.220.51')",177,0.032085437494659176,31.771000000000008,869,1.7383038892233773e-05,0.003076797883925378,329,,,32
584,10198_192,192.168.220.49,0.3930530164533821,"['10198_192', '192.168.220.49']","('10198_192', '192.168.220.49')",215,0.03185099298634182,26.093,390,1.427640407337055e-05,0.003069426875774668,330,,,33
129,10660_51,192.168.220.47,1.0,"['10660_51', '192.168.220.47']","('10660_51', '192.168.220.47')",198,0.012837132493918268,28.304000000000002,1012,1.5486120449648567e-05,0.003066251849030416,331,,,33
736,10099_154,192.168.220.51,0.4307692307692308,"['10099_154', '192.168.220.51']","('10099_154', '192.168.220.51')",336,0.01086941581560576,16.652999999999995,860,9.111445868004435e-06,0.00306144581164949,332,,,33
405,11422_106,192.168.220.47,0.5119363395225465,"['11422_106', '192.168.220.47']","('11422_106', '192.168.220.47')",193,0.06045682210708119,28.715,322,1.5710993100327112e-05,0.0030322216683631325,333,,,33
603,10662_41,192.168.210.57,0.3586572438162544,"['10662_41', '192.168.210.57']","('10662_41', '192.168.210.57')",203,0.06059542469025227,27.184999999999995,368,1.487387593356756e-05,0.0030193968145142145,334,,,33
214,14401_2,192.168.220.48,1.0,"['14401_2', '192.168.220.48']","('14401_2', '192.168.220.48')",250,0.017016267532467537,21.985,774,1.2028771837391315e-05,0.0030071929593478287,335,,,33
305,10045_70,192.168.210.47,0.6655948553054662,"['10045_70', '192.168.210.47']","('10045_70', '192.168.210.47')",207,0.03568214874277178,26.234999999999992,1091,1.4354097300612285e-05,0.002971298141226743,336,,,33
722,10759_64,192.168.220.47,0.2864864864864865,"['10759_64', '192.168.220.47']","('10759_64', '192.168.220.47')",212,0.01452659463794313,25.581000000000007,1398,1.3996270746977817e-05,0.002967209398359297,337,,,33
523,10678_34,192.168.220.51,0.3374233128834356,"['10678_34', '192.168.220.51']","('10678_34', '192.168.220.51')",165,0.05188551453596908,32.766,347,1.792743861832903e-05,0.00295802737202429,338,,,33
165,10586_52,192.168.220.42,0.7545454545454545,"['10586_52', '192.168.220.42']","('10586_52', '192.168.220.42')",166,0.012628581207903505,32.513,2006,1.7789013361341996e-05,0.0029529762179827715,339,,,33
46,13248_115,192.168.220.50,1.0,"['13248_115', '192.168.220.50']","('13248_115', '192.168.220.50')",154,0.02463881677072744,34.897000000000006,550,1.909338416235819e-05,0.002940381161003161,340,,,34
731,10250_17,192.168.220.47,0.23834196891191708,"['10250_17', '192.168.220.47']","('10250_17', '192.168.220.47')",184,0.01899260576380141,29.142999999999986,1300,1.5945167052858536e-05,0.0029339107377259707,341,,,34
436,10543_120,192.168.210.54,0.5085995085995086,"['10543_120', '192.168.210.54']","('10543_120', '192.168.210.54')",207,0.026397737903534994,25.891999999999996,428,1.4166429857345275e-05,0.002932450980470472,342,,,34
601,10569_148,192.168.210.47,0.23716814159292035,"['10569_148', '192.168.210.47']","('10569_148', '192.168.210.47')",134,0.065129539800995,39.84900000000001,405,2.1802798678562958e-05,0.0029215750229274365,343,,,34
426,11362_232,192.168.220.49,0.6363636363636364,"['11362_232', '192.168.220.49']","('11362_232', '192.168.220.49')",252,0.009708498392260794,21.138999999999996,799,1.1565895286359561e-05,0.0029146056121626095,344,,,34
743,10104_93,192.168.220.47,0.2441430332922318,"['10104_93', '192.168.220.47']","('10104_93', '192.168.220.47')",198,0.023300628229794885,26.543000000000006,689,1.4522615004770423e-05,0.002875477770944544,345,,,34
233,11670_144,192.168.220.42,0.6515151515151515,"['11670_144', '192.168.220.42']","('11670_144', '192.168.220.42')",172,0.015060267590004905,30.497,2239,1.668598838867059e-05,0.0028699900028513418,346,,,34
35,14131_74,192.168.220.51,1.0,"['14131_74', '192.168.220.51']","('14131_74', '192.168.220.51')",144,0.05667548578009342,36.253000000000014,621,1.983529976897646e-05,0.00285628316673261,347,,,34
742,11133_98,192.168.220.51,0.25682382133995035,"['11133_98', '192.168.220.51']","('11133_98', '192.168.220.51')",207,0.007783207031008441,25.176000000000005,1018,1.3774680908717934e-05,0.002851358948104612,348,,,34
407,10515_109,192.168.220.47,0.4497354497354497,"['10515_109', '192.168.220.47']","('10515_109', '192.168.220.47')",170,0.02206879685673803,30.39899999999999,1375,1.6632369119165723e-05,0.002827502750258173,349,,,34
241,12138_238,192.168.220.51,0.6704119850187266,"['12138_238', '192.168.220.51']","('12138_238', '192.168.220.51')",179,0.044225086459164654,28.725000000000005,339,1.5716464454358227e-05,0.0028132471373301226,350,,,35
120,14511_99,192.168.210.47,0.953125,"['14511_99', '192.168.210.47']","('14511_99', '192.168.210.47')",183,0.007092126230411644,28.086000000000013,1864,1.536684493177042e-05,0.0028121326225139867,351,,,35
648,11406_140,192.168.220.47,0.43230016313213704,"['11406_140', '192.168.220.47']","('11406_140', '192.168.220.47')",265,0.026183018867924537,19.248000000000022,420,1.053126223907702e-05,0.00279078449335541,352,,,35
492,10369_100,192.168.220.51,0.3026315789473684,"['10369_100', '192.168.220.51']","('10369_100', '192.168.220.51')",138,0.05891613498216757,36.95900000000001,591,2.0221577363572697e-05,0.0027905776761730323,353,,,35
764,10087_237,192.168.220.47,0.22145328719723184,"['10087_237', '192.168.220.47']","('10087_237', '192.168.220.47')",192,0.020609493113480485,26.530999999999995,842,1.4516049379933087e-05,0.0027870814809471526,354,,,35
683,10179_31,192.168.220.47,0.3641703377386197,"['10179_31', '192.168.220.47']","('10179_31', '192.168.220.47')",248,0.012878060268584459,20.514000000000003,566,1.1223935659415304e-05,0.002783536043534995,355,,,35
617,10606_67,192.168.220.42,0.24305555555555555,"['10606_67', '192.168.220.42']","('10606_67', '192.168.220.42')",140,0.02712833848274194,36.28499999999999,1104,1.9852808101875996e-05,0.0027793931342626394,356,,,35
30,13649_250,192.168.220.51,1.0,"['13649_250', '192.168.220.51']","('13649_250', '192.168.220.51')",142,0.018874646391052106,35.681,1771,1.9522338318397064e-05,0.002772172041212383,357,,,35
543,10177_142,192.168.220.47,0.2583170254403131,"['10177_142', '192.168.220.47']","('10177_142', '192.168.220.47')",132,0.039331127122036215,38.08999999999999,924,2.0840387504491016e-05,0.002750931150592814,358,,,35
719,10203_90,192.168.220.51,0.20081411126187246,"['10203_90', '192.168.220.51']","('10203_90', '192.168.220.51')",148,0.03835037805662805,33.721,398,1.8449952928299863e-05,0.0027305930333883796,359,,,35
775,11015_25,192.168.220.51,0.3303769401330377,"['11015_25', '192.168.220.51']","('11015_25', '192.168.220.51')",298,0.012208914649854246,16.689000000000004,549,9.131142742516428e-06,0.0027210805372698955,360,,,36
180,11175_34,192.168.220.51,0.8947368421052632,"['11175_34', '192.168.220.51']","('11175_34', '192.168.220.51')",204,0.02713015855332033,24.266000000000005,460,1.3276787691887092e-05,0.0027084646891449666,361,,,36
698,13776_176,192.168.210.49,0.43515850144092216,"['13776_176', '192.168.210.49']","('13776_176', '192.168.210.49')",302,0.009495117106954856,16.258999999999997,494,8.895874519178773e-06,0.0026865541047919896,362,,,36
596,12165_82,192.168.220.51,0.5115864527629234,"['12165_82', '192.168.220.51']","('12165_82', '192.168.220.51')",287,0.01982733255903988,17.061000000000003,481,9.334677112473654e-06,0.0026790523312799387,363,,,36
369,10712_180,192.168.210.47,0.5340909090909091,"['10712_180', '192.168.210.47']","('10712_180', '192.168.210.47')",188,0.016960232029263004,26.02399999999999,1560,1.4238651730555899e-05,0.002676866525344509,364,,,36
448,12604_243,192.168.220.51,0.43478260869565216,"['12604_243', '192.168.220.51']","('12604_243', '192.168.220.51')",180,0.02677320080851448,27.057000000000002,436,1.480384260196938e-05,0.0026646916683544884,365,,,36
349,14174_65,192.168.220.51,1.0,"['14174_65', '192.168.220.51']","('14174_65', '192.168.220.51')",340,0.0053125791094781345,14.291999999999994,822,7.819659181259796e-06,0.002658684121628331,366,,,36
609,10517_71,192.168.220.51,0.2754385964912281,"['10517_71', '192.168.220.51']","('10517_71', '192.168.220.51')",157,0.0193446886768706,30.943999999999996,935,1.6930557913861122e-05,0.002658097592476196,367,,,36
733,12204_155,192.168.210.57,0.2912371134020619,"['12204_155', '192.168.210.57']","('12204_155', '192.168.210.57')",226,0.03764730299199326,21.420999999999992,765,1.172018747003681e-05,0.002648762368228319,368,,,36
374,12484_252,192.168.210.54,0.6123595505617978,"['12484_252', '192.168.210.54']","('12484_252', '192.168.210.54')",218,0.007734527880523049,22.172,826,1.2131086157773037e-05,0.002644576782394522,369,,,36
544,10057_64,192.168.220.47,0.7651663405088063,"['10057_64', '192.168.220.47']","('10057_64', '192.168.220.47')",391,0.0029622353408878155,12.119999999999996,1279,6.631281085703101e-06,0.0025928309045099127,370,,,37
102,10124_53,192.168.220.51,0.7527472527472527,"['10124_53', '192.168.220.51']","('10124_53', '192.168.220.51')",137,0.067139902676399,34.37699999999999,415,1.8808873752740557e-05,0.0025768157041254564,371,,,37
672,10613_15,192.168.220.51,0.3180428134556575,"['10613_15', '192.168.220.51']","('10613_15', '192.168.220.51')",208,0.017510997669531316,22.573,772,1.2350487454420475e-05,0.002568901390519459,372,,,37
656,10747_101,192.168.220.51,0.26688102893890675,"['10747_101', '192.168.220.51']","('10747_101', '192.168.220.51')",166,0.03667536813922356,28.193000000000016,334,1.5425388419903275e-05,0.002560614477703944,373,,,37
201,12116_204,192.168.220.42,1.0,"['12116_204', '192.168.220.42']","('12116_204', '192.168.220.42')",243,0.010608896338026372,19.17,924,1.0488585677634364e-05,0.0025487263196651505,374,,,37
676,13617_192,192.168.220.51,0.2252663622526636,"['13617_192', '192.168.220.51']","('13617_192', '192.168.220.51')",148,0.026583726502476507,31.42299999999999,822,1.71926357719512e-05,0.0025445100942487774,375,,,37
681,11148_35,192.168.220.47,0.308259587020649,"['11148_35', '192.168.220.47']","('11148_35', '192.168.220.47')",209,0.022953280929596708,22.206000000000007,527,1.2149688761478808e-05,0.002539284951149071,376,,,37
650,10517_63,192.168.220.47,0.2077922077922078,"['10517_63', '192.168.220.47']","('10517_63', '192.168.220.47')",128,0.03309642550676224,36.20899999999998,677,1.9811225811239567e-05,0.0025358369038386646,377,,,37
414,10297_4,192.168.220.47,0.36553524804177545,"['10297_4', '192.168.220.47']","('10297_4', '192.168.220.47')",140,0.03273445335398934,33.016,1421,1.8064222469106737e-05,0.002528991145674943,378,,,37
549,10119_28,192.168.220.47,0.3416988416988417,"['10119_28', '192.168.220.47']","('10119_28', '192.168.220.47')",177,0.02576249301545912,25.958000000000002,484,1.4202540793950591e-05,0.0025138497205292546,379,,,37
488,11928_179,192.168.220.51,0.35476718403547675,"['11928_179', '192.168.220.51']","('11928_179', '192.168.220.51')",160,0.02272901685120434,28.716,817,1.5711540235730224e-05,0.002513846437716836,380,,,38
49,13321_169,192.168.220.45,1.0,"['13321_169', '192.168.220.45']","('13321_169', '192.168.220.45')",155,0.019990431989133382,29.63399999999999,957,1.621381053578595e-05,0.002513140633046822,381,,,38
506,11129_128,192.168.220.51,0.44398340248962653,"['11129_128', '192.168.220.51']","('11129_128', '192.168.220.51')",214,0.014567049500343895,21.318999999999996,861,1.1664379658919509e-05,0.002496177247008775,382,,,38
254,13637_86,192.168.220.51,0.9350180505415162,"['13637_86', '192.168.220.51']","('13637_86', '192.168.220.51')",259,0.01443499570999571,17.56800000000001,620,9.61207476185084e-06,0.0024895273633193673,383,,,38
285,11446_134,192.168.220.51,0.7416107382550335,"['11446_134', '192.168.220.51']","('11446_134', '192.168.220.51')",221,0.020161393018745956,20.552,549,1.1244726804733513e-05,0.0024850846238461065,384,,,38
373,10416_100,192.168.220.47,0.7303370786516854,"['10416_100', '192.168.220.47']","('10416_100', '192.168.220.47')",260,0.015003638583638585,17.340999999999998,553,9.487875025344679e-06,0.0024668475065896165,385,,,38
684,10213_163,192.168.220.47,0.2555066079295154,"['10213_163', '192.168.220.47']","('10213_163', '192.168.220.47')",174,0.041355778847589196,25.849,368,1.4142903035011514e-05,0.002460865128092003,386,,,38
362,10058_42,192.168.220.48,0.46131805157593125,"['10058_42', '192.168.220.48']","('10058_42', '192.168.220.48')",161,0.008874147963629215,27.908000000000005,1531,1.5269454830016686e-05,0.0024583822276326864,387,,,38
614,12345_248,192.168.220.47,0.3094405594405594,"['12345_248', '192.168.220.47']","('12345_248', '192.168.220.47')",177,0.028975721704535277,25.343000000000004,446,1.386605252103744e-05,0.0024542912962236267,388,,,38
587,10169_101,192.168.220.51,0.2459016393442623,"['10169_101', '192.168.220.51']","('10169_101', '192.168.220.51')",135,0.050799497354497354,33.17400000000001,337,1.815066986279825e-05,0.0024503404314777637,389,,,38
311,10016_197,192.168.210.52,0.6190476190476191,"['10016_197', '192.168.210.52']","('10016_197', '192.168.210.52')",195,0.05414594427652069,22.766999999999992,611,1.2456631722623968e-05,0.0024290431859116737,390,,,39
315,11882_153,192.168.220.51,0.6182965299684543,"['11882_153', '192.168.220.51']","('11882_153', '192.168.220.51')",196,0.023676901117589893,22.631999999999994,521,1.238276844320401e-05,0.002427022614867986,391,,,39
322,10045_134,192.168.210.57,0.6125,"['10045_134', '192.168.210.57']","('10045_134', '192.168.210.57')",196,0.02780515677067091,22.513,701,1.2317659330233826e-05,0.00241426122872583,392,,,39
633,11650_103,192.168.220.47,0.21996615905245348,"['11650_103', '192.168.220.47']","('11650_103', '192.168.220.47')",130,0.031803674626655405,33.85299999999999,503,1.8522174801510485e-05,0.002407882724196363,393,,,39
696,10101_27,192.168.220.51,0.2611832611832612,"['10101_27', '192.168.220.51']","('10101_27', '192.168.220.51')",181,0.013193107045448325,24.112999999999985,1895,1.3193075975211125e-05,0.002387946751513214,394,,,39
9,10731_186,192.168.220.47,1.0,"['10731_186', '192.168.220.47']","('10731_186', '192.168.220.47')",132,0.005425929138026872,33.04900000000001,1425,1.8082277937409396e-05,0.0023868606877380403,395,,,39
42,14612_94,192.168.210.48,1.0,"['14612_94', '192.168.210.48']","('14612_94', '192.168.210.48')",150,0.07301883597883603,29.04400000000002,324,1.5891000647950583e-05,0.0023836500971925875,396,,,39
80,14405_2,192.168.220.48,1.0,"['14405_2', '192.168.220.48']","('14405_2', '192.168.220.48')",170,0.015647995082327174,25.609999999999996,610,1.4012137673668026e-05,0.002382063404523564,397,,,39
445,11469_201,192.168.210.45,0.4077669902912621,"['11469_201', '192.168.210.45']","('11469_201', '192.168.210.45')",168,0.04352631158524017,25.871000000000006,507,1.4154940013879951e-05,0.002378029922331832,398,,,39
516,10458_70,192.168.210.56,0.31006160164271046,"['10458_70', '192.168.210.56']","('10458_70', '192.168.210.56')",151,0.03616477451907915,28.78299999999999,588,1.5748198307738644e-05,0.0023779779444685354,399,,,39
402,10175_115,192.168.220.51,0.38563829787234044,"['10175_115', '192.168.220.51']","('10175_115', '192.168.220.51')",145,0.0415779789581615,29.923000000000016,322,1.637193266728499e-05,0.0023739302367563235,400,,,40
238,10866_237,192.168.220.51,0.6867924528301886,"['10866_237', '192.168.220.51']","('10866_237', '192.168.220.51')",182,0.019310970897234634,23.744,441,1.2991183011463241e-05,0.00236439530808631,401,,,40
727,10432_96,192.168.220.42,0.2410596026490066,"['10432_96', '192.168.220.42']","('10432_96', '192.168.220.42')",182,0.02801968686075829,23.713,419,1.2974221813966808e-05,0.002361308370141959,402,,,40
