,0,IP
"('10123_56', '192.168.220.42')",50,"('10123_56', '192.168.220.42')"
"('10123_56', '192.168.220.51')",52,"('10123_56', '192.168.220.51')"
"('10123_56', '192.168.220.47')",174,"('10123_56', '192.168.220.47')"
"('10246_201', '192.168.210.49')",12,"('10246_201', '192.168.210.49')"
"('10246_201', '192.168.220.46')",12,"('10246_201', '192.168.220.46')"
"('10246_201', '192.168.210.48')",20,"('10246_201', '192.168.210.48')"
"('10246_201', '192.168.220.48')",29,"('10246_201', '192.168.220.48')"
"('10246_201', '192.168.220.42')",31,"('10246_201', '192.168.220.42')"
"('10246_201', '192.168.220.49')",38,"('10246_201', '192.168.220.49')"
"('10246_201', '192.168.210.46')",39,"('10246_201', '192.168.210.46')"
"('10246_201', '192.168.210.47')",52,"('10246_201', '192.168.210.47')"
"('10246_201', '192.168.220.47')",55,"('10246_201', '192.168.220.47')"
"('10246_201', '192.168.220.51')",95,"('10246_201', '192.168.220.51')"
"('11930_161', '192.168.210.55')",18,"('11930_161', '192.168.210.55')"
"('11930_161', '192.168.220.50')",50,"('11930_161', '192.168.220.50')"
"('11930_161', '192.168.220.46')",54,"('11930_161', '192.168.220.46')"
"('11930_161', '192.168.220.51')",57,"('11930_161', '192.168.220.51')"
"('11930_161', '192.168.220.42')",58,"('11930_161', '192.168.220.42')"
"('11930_161', '192.168.220.47')",72,"('11930_161', '192.168.220.47')"
"('11930_161', '192.168.210.49')",109,"('11930_161', '192.168.210.49')"
"('11832_54', '192.168.210.57')",40,"('11832_54', '192.168.210.57')"
"('11832_54', '192.168.220.45')",84,"('11832_54', '192.168.220.45')"
"('11832_54', '192.168.220.50')",96,"('11832_54', '192.168.220.50')"
"('11832_54', '192.168.220.47')",98,"('11832_54', '192.168.220.47')"
"('11832_54', '192.168.220.51')",100,"('11832_54', '192.168.220.51')"
"('10246_21', '192.168.210.49')",13,"('10246_21', '192.168.210.49')"
"('10246_21', '192.168.210.52')",14,"('10246_21', '192.168.210.52')"
"('10246_21', '192.168.210.57')",16,"('10246_21', '192.168.210.57')"
"('10246_21', '192.168.210.48')",18,"('10246_21', '192.168.210.48')"
"('10246_21', '192.168.220.42')",24,"('10246_21', '192.168.220.42')"
"('10246_21', '192.168.220.43')",32,"('10246_21', '192.168.220.43')"
"('10246_21', '192.168.220.45')",37,"('10246_21', '192.168.220.45')"
"('10246_21', '192.168.220.48')",39,"('10246_21', '192.168.220.48')"
"('10246_21', '192.168.220.51')",51,"('10246_21', '192.168.220.51')"
"('10246_21', '192.168.220.47')",68,"('10246_21', '192.168.220.47')"
"('10246_21', '192.168.210.54')",78,"('10246_21', '192.168.210.54')"
"('10602_30', '192.168.220.51')",12,"('10602_30', '192.168.220.51')"
"('10602_30', '192.168.210.47')",12,"('10602_30', '192.168.210.47')"
"('10602_30', '192.168.220.47')",20,"('10602_30', '192.168.220.47')"
"('10602_30', '192.168.210.53')",22,"('10602_30', '192.168.210.53')"
"('10602_30', '192.168.210.56')",26,"('10602_30', '192.168.210.56')"
"('10602_30', '192.168.210.54')",33,"('10602_30', '192.168.210.54')"
"('10602_30', '192.168.220.45')",53,"('10602_30', '192.168.220.45')"
"('10602_30', '192.168.210.57')",54,"('10602_30', '192.168.210.57')"
"('10602_30', '192.168.220.46')",68,"('10602_30', '192.168.220.46')"
"('10602_30', '192.168.220.42')",104,"('10602_30', '192.168.220.42')"
"('11190_49', '192.168.210.56')",48,"('11190_49', '192.168.210.56')"
"('11190_49', '192.168.210.48')",50,"('11190_49', '192.168.210.48')"
"('11190_49', '192.168.220.43')",82,"('11190_49', '192.168.220.43')"
"('11190_49', '192.168.220.51')",91,"('11190_49', '192.168.220.51')"
"('11190_49', '192.168.210.55')",157,"('11190_49', '192.168.210.55')"
"('12076_163', '192.168.210.47')",25,"('12076_163', '192.168.210.47')"
"('12076_163', '192.168.220.49')",30,"('12076_163', '192.168.220.49')"
"('12076_163', '192.168.210.45')",50,"('12076_163', '192.168.210.45')"
"('12076_163', '192.168.220.48')",75,"('12076_163', '192.168.220.48')"
"('12076_163', '192.168.220.45')",84,"('12076_163', '192.168.220.45')"
"('12076_163', '192.168.220.47')",164,"('12076_163', '192.168.220.47')"
"('10057_56', '192.168.220.43')",44,"('10057_56', '192.168.220.43')"
"('10057_56', '192.168.220.48')",46,"('10057_56', '192.168.220.48')"
"('10057_56', '192.168.220.51')",92,"('10057_56', '192.168.220.51')"
"('10057_56', '192.168.220.50')",247,"('10057_56', '192.168.220.50')"
"('12225_67', '192.168.210.47')",14,"('12225_67', '192.168.210.47')"
"('12225_67', '192.168.210.49')",14,"('12225_67', '192.168.210.49')"
"('12225_67', '192.168.220.46')",32,"('12225_67', '192.168.220.46')"
"('12225_67', '192.168.220.47')",34,"('12225_67', '192.168.220.47')"
"('12225_67', '192.168.220.48')",130,"('12225_67', '192.168.220.48')"
"('12225_67', '192.168.220.51')",206,"('12225_67', '192.168.220.51')"
"('10246_120', '192.168.220.48')",12,"('10246_120', '192.168.220.48')"
"('10246_120', '192.168.210.45')",12,"('10246_120', '192.168.210.45')"
"('10246_120', '192.168.220.42')",19,"('10246_120', '192.168.220.42')"
"('10246_120', '192.168.210.57')",19,"('10246_120', '192.168.210.57')"
"('10246_120', '192.168.220.50')",20,"('10246_120', '192.168.220.50')"
"('10246_120', '192.168.210.54')",20,"('10246_120', '192.168.210.54')"
"('10246_120', '192.168.210.49')",23,"('10246_120', '192.168.210.49')"
"('10246_120', '192.168.210.47')",24,"('10246_120', '192.168.210.47')"
"('10246_120', '192.168.220.43')",27,"('10246_120', '192.168.220.43')"
"('10246_120', '192.168.220.49')",51,"('10246_120', '192.168.220.49')"
"('10246_120', '192.168.210.52')",66,"('10246_120', '192.168.210.52')"
"('10246_120', '192.168.220.47')",109,"('10246_120', '192.168.220.47')"
"('10422_34', '192.168.210.56')",14,"('10422_34', '192.168.210.56')"
"('10422_34', '192.168.220.47')",16,"('10422_34', '192.168.220.47')"
"('10422_34', '192.168.220.46')",18,"('10422_34', '192.168.220.46')"
"('10422_34', '192.168.210.47')",19,"('10422_34', '192.168.210.47')"
"('10422_34', '192.168.220.45')",19,"('10422_34', '192.168.220.45')"
"('10422_34', '192.168.210.48')",21,"('10422_34', '192.168.210.48')"
"('10422_34', '192.168.210.55')",28,"('10422_34', '192.168.210.55')"
"('10422_34', '192.168.210.54')",28,"('10422_34', '192.168.210.54')"
"('10422_34', '192.168.210.53')",28,"('10422_34', '192.168.210.53')"
"('10422_34', '192.168.220.50')",53,"('10422_34', '192.168.220.50')"
"('10422_34', '192.168.210.46')",55,"('10422_34', '192.168.210.46')"
"('10422_34', '192.168.220.51')",65,"('10422_34', '192.168.220.51')"
"('10422_34', '192.168.220.43')",67,"('10422_34', '192.168.220.43')"
"('10152_16', '192.168.210.45')",12,"('10152_16', '192.168.210.45')"
"('10152_16', '192.168.210.53')",21,"('10152_16', '192.168.210.53')"
"('10152_16', '192.168.210.56')",22,"('10152_16', '192.168.210.56')"
"('10152_16', '192.168.210.48')",32,"('10152_16', '192.168.210.48')"
"('10152_16', '192.168.210.54')",43,"('10152_16', '192.168.210.54')"
"('10152_16', '192.168.220.47')",82,"('10152_16', '192.168.220.47')"
"('10152_16', '192.168.220.51')",88,"('10152_16', '192.168.220.51')"
"('10152_16', '192.168.210.57')",125,"('10152_16', '192.168.210.57')"
"('10009_10', '192.168.210.46')",12,"('10009_10', '192.168.210.46')"
"('10009_10', '192.168.210.56')",13,"('10009_10', '192.168.210.56')"
"('10009_10', '192.168.220.42')",15,"('10009_10', '192.168.220.42')"
"('10009_10', '192.168.210.54')",33,"('10009_10', '192.168.210.54')"
"('10009_10', '192.168.220.47')",54,"('10009_10', '192.168.220.47')"
"('10009_10', '192.168.220.50')",76,"('10009_10', '192.168.220.50')"
"('10009_10', '192.168.220.51')",94,"('10009_10', '192.168.220.51')"
"('10009_10', '192.168.220.49')",116,"('10009_10', '192.168.220.49')"
"('11973_10', '192.168.210.53')",14,"('11973_10', '192.168.210.53')"
"('11973_10', '192.168.210.57')",40,"('11973_10', '192.168.210.57')"
"('11973_10', '192.168.210.47')",52,"('11973_10', '192.168.210.47')"
"('11973_10', '192.168.210.54')",73,"('11973_10', '192.168.210.54')"
"('11973_10', '192.168.220.47')",111,"('11973_10', '192.168.220.47')"
"('11973_10', '192.168.210.52')",126,"('11973_10', '192.168.210.52')"
"('10016_204', '192.168.100.20')",12,"('10016_204', '192.168.100.20')"
"('10016_204', '192.168.100.11')",12,"('10016_204', '192.168.100.11')"
"('10016_204', '192.168.220.42')",12,"('10016_204', '192.168.220.42')"
"('10016_204', '192.168.210.45')",14,"('10016_204', '192.168.210.45')"
"('10016_204', '192.168.220.45')",16,"('10016_204', '192.168.220.45')"
"('10016_204', '192.168.210.46')",16,"('10016_204', '192.168.210.46')"
"('10016_204', '192.168.210.50')",16,"('10016_204', '192.168.210.50')"
"('10016_204', '192.168.210.48')",16,"('10016_204', '192.168.210.48')"
"('10016_204', '192.168.210.49')",16,"('10016_204', '192.168.210.49')"
"('10016_204', '192.168.220.48')",16,"('10016_204', '192.168.220.48')"
"('10016_204', '192.168.220.50')",20,"('10016_204', '192.168.220.50')"
"('10016_204', '192.168.220.44')",20,"('10016_204', '192.168.220.44')"
"('10016_204', '192.168.220.43')",20,"('10016_204', '192.168.220.43')"
"('10016_204', '192.168.220.49')",22,"('10016_204', '192.168.220.49')"
"('10016_204', '192.168.210.55')",22,"('10016_204', '192.168.210.55')"
"('10016_204', '192.168.210.47')",66,"('10016_204', '192.168.210.47')"
"('10016_204', '192.168.220.47')",80,"('10016_204', '192.168.220.47')"
"('10127_32', '192.168.220.51')",12,"('10127_32', '192.168.220.51')"
"('10127_32', '192.168.210.54')",14,"('10127_32', '192.168.210.54')"
"('10127_32', '192.168.210.49')",14,"('10127_32', '192.168.210.49')"
"('10127_32', '192.168.220.49')",14,"('10127_32', '192.168.220.49')"
"('10127_32', '192.168.210.53')",15,"('10127_32', '192.168.210.53')"
"('10127_32', '192.168.220.42')",17,"('10127_32', '192.168.220.42')"
"('10127_32', '192.168.210.48')",26,"('10127_32', '192.168.210.48')"
"('10127_32', '192.168.210.55')",26,"('10127_32', '192.168.210.55')"
"('10127_32', '192.168.210.47')",30,"('10127_32', '192.168.210.47')"
"('10127_32', '192.168.210.45')",33,"('10127_32', '192.168.210.45')"
"('10127_32', '192.168.210.52')",37,"('10127_32', '192.168.210.52')"
"('10127_32', '192.168.220.45')",52,"('10127_32', '192.168.220.45')"
"('10127_32', '192.168.220.47')",100,"('10127_32', '192.168.220.47')"
"('10141_123', '192.168.210.48')",16,"('10141_123', '192.168.210.48')"
"('10141_123', '192.168.210.56')",22,"('10141_123', '192.168.210.56')"
"('10141_123', '192.168.210.55')",24,"('10141_123', '192.168.210.55')"
"('10141_123', '192.168.210.47')",32,"('10141_123', '192.168.210.47')"
"('10141_123', '192.168.220.43')",34,"('10141_123', '192.168.220.43')"
"('10141_123', '192.168.210.54')",46,"('10141_123', '192.168.210.54')"
"('10141_123', '192.168.210.53')",62,"('10141_123', '192.168.210.53')"
"('10141_123', '192.168.220.51')",96,"('10141_123', '192.168.220.51')"
"('10141_123', '192.168.220.47')",100,"('10141_123', '192.168.220.47')"
"('11921_7', '192.168.220.43')",13,"('11921_7', '192.168.220.43')"
"('11921_7', '192.168.210.48')",16,"('11921_7', '192.168.210.48')"
"('11921_7', '192.168.220.50')",24,"('11921_7', '192.168.220.50')"
"('11921_7', '192.168.210.49')",29,"('11921_7', '192.168.210.49')"
"('11921_7', '192.168.220.48')",39,"('11921_7', '192.168.220.48')"
"('11921_7', '192.168.210.47')",70,"('11921_7', '192.168.210.47')"
"('11921_7', '192.168.220.51')",114,"('11921_7', '192.168.220.51')"
"('11921_7', '192.168.220.47')",118,"('11921_7', '192.168.220.47')"
"('10248_2', '192.168.210.56')",12,"('10248_2', '192.168.210.56')"
"('10248_2', '192.168.220.44')",12,"('10248_2', '192.168.220.44')"
"('10248_2', '192.168.210.55')",12,"('10248_2', '192.168.210.55')"
"('10248_2', '192.168.220.45')",19,"('10248_2', '192.168.220.45')"
"('10248_2', '192.168.210.49')",22,"('10248_2', '192.168.210.49')"
"('10248_2', '192.168.220.50')",34,"('10248_2', '192.168.220.50')"
"('10248_2', '192.168.220.46')",35,"('10248_2', '192.168.220.46')"
"('10248_2', '192.168.220.42')",52,"('10248_2', '192.168.220.42')"
"('10248_2', '192.168.210.45')",58,"('10248_2', '192.168.210.45')"
"('10248_2', '192.168.220.51')",69,"('10248_2', '192.168.220.51')"
"('10248_2', '192.168.220.47')",94,"('10248_2', '192.168.220.47')"
"('11860_211', '192.168.210.55')",76,"('11860_211', '192.168.210.55')"
"('11860_211', '192.168.220.47')",358,"('11860_211', '192.168.220.47')"
"('10985_131', '192.168.210.49')",12,"('10985_131', '192.168.210.49')"
"('10985_131', '192.168.210.50')",12,"('10985_131', '192.168.210.50')"
"('10985_131', '192.168.210.56')",12,"('10985_131', '192.168.210.56')"
"('10985_131', '192.168.210.47')",14,"('10985_131', '192.168.210.47')"
"('10985_131', '192.168.210.48')",24,"('10985_131', '192.168.210.48')"
"('10985_131', '192.168.220.49')",28,"('10985_131', '192.168.220.49')"
"('10985_131', '192.168.220.43')",47,"('10985_131', '192.168.220.43')"
"('10985_131', '192.168.210.54')",47,"('10985_131', '192.168.210.54')"
"('10985_131', '192.168.220.51')",80,"('10985_131', '192.168.220.51')"
"('10985_131', '192.168.220.47')",104,"('10985_131', '192.168.220.47')"
"('10097_71', '192.168.210.47')",15,"('10097_71', '192.168.210.47')"
"('10097_71', '192.168.210.49')",16,"('10097_71', '192.168.210.49')"
"('10097_71', '192.168.220.46')",20,"('10097_71', '192.168.220.46')"
"('10097_71', '192.168.210.48')",22,"('10097_71', '192.168.210.48')"
"('10097_71', '192.168.220.42')",36,"('10097_71', '192.168.220.42')"
"('10097_71', '192.168.220.43')",36,"('10097_71', '192.168.220.43')"
"('10097_71', '192.168.210.55')",43,"('10097_71', '192.168.210.55')"
"('10097_71', '192.168.220.48')",48,"('10097_71', '192.168.220.48')"
"('10097_71', '192.168.220.47')",49,"('10097_71', '192.168.220.47')"
"('10097_71', '192.168.220.45')",52,"('10097_71', '192.168.220.45')"
"('10097_71', '192.168.220.51')",58,"('10097_71', '192.168.220.51')"
"('10774_135', '192.168.220.45')",12,"('10774_135', '192.168.220.45')"
"('10774_135', '192.168.220.42')",27,"('10774_135', '192.168.220.42')"
"('10774_135', '192.168.220.50')",28,"('10774_135', '192.168.220.50')"
"('10774_135', '192.168.210.54')",33,"('10774_135', '192.168.210.54')"
"('10774_135', '192.168.220.47')",34,"('10774_135', '192.168.220.47')"
"('10774_135', '192.168.210.49')",40,"('10774_135', '192.168.210.49')"
"('10774_135', '192.168.210.55')",55,"('10774_135', '192.168.210.55')"
"('10774_135', '192.168.220.43')",101,"('10774_135', '192.168.220.43')"
"('10774_135', '192.168.220.51')",105,"('10774_135', '192.168.220.51')"
"('11373_14', '192.168.220.43')",13,"('11373_14', '192.168.220.43')"
"('11373_14', '192.168.220.49')",14,"('11373_14', '192.168.220.49')"
"('11373_14', '192.168.210.55')",18,"('11373_14', '192.168.210.55')"
"('11373_14', '192.168.220.50')",21,"('11373_14', '192.168.220.50')"
"('11373_14', '192.168.210.52')",39,"('11373_14', '192.168.210.52')"
"('11373_14', '192.168.210.47')",40,"('11373_14', '192.168.210.47')"
"('11373_14', '192.168.210.54')",40,"('11373_14', '192.168.210.54')"
"('11373_14', '192.168.210.49')",64,"('11373_14', '192.168.210.49')"
"('11373_14', '192.168.220.47')",69,"('11373_14', '192.168.220.47')"
"('11373_14', '192.168.220.51')",119,"('11373_14', '192.168.220.51')"
"('11877_130', '192.168.210.53')",14,"('11877_130', '192.168.210.53')"
"('11877_130', '192.168.220.42')",16,"('11877_130', '192.168.220.42')"
"('11877_130', '192.168.220.48')",18,"('11877_130', '192.168.220.48')"
"('11877_130', '192.168.210.55')",18,"('11877_130', '192.168.210.55')"
"('11877_130', '192.168.220.49')",19,"('11877_130', '192.168.220.49')"
"('11877_130', '192.168.220.50')",28,"('11877_130', '192.168.220.50')"
"('11877_130', '192.168.210.45')",30,"('11877_130', '192.168.210.45')"
"('11877_130', '192.168.220.45')",37,"('11877_130', '192.168.220.45')"
"('11877_130', '192.168.210.54')",40,"('11877_130', '192.168.210.54')"
"('11877_130', '192.168.220.51')",78,"('11877_130', '192.168.220.51')"
"('11877_130', '192.168.220.47')",136,"('11877_130', '192.168.220.47')"
"('12239_152', '192.168.210.55')",12,"('12239_152', '192.168.210.55')"
"('12239_152', '192.168.210.48')",14,"('12239_152', '192.168.210.48')"
"('12239_152', '192.168.220.46')",18,"('12239_152', '192.168.220.46')"
"('12239_152', '192.168.210.57')",28,"('12239_152', '192.168.210.57')"
"('12239_152', '192.168.220.47')",44,"('12239_152', '192.168.220.47')"
"('12239_152', '192.168.220.51')",102,"('12239_152', '192.168.220.51')"
"('12239_152', '192.168.220.42')",217,"('12239_152', '192.168.220.42')"
"('10396_122', '192.168.210.56')",12,"('10396_122', '192.168.210.56')"
"('10396_122', '192.168.220.42')",22,"('10396_122', '192.168.220.42')"
"('10396_122', '192.168.220.49')",27,"('10396_122', '192.168.220.49')"
"('10396_122', '192.168.220.48')",27,"('10396_122', '192.168.220.48')"
"('10396_122', '192.168.220.50')",28,"('10396_122', '192.168.220.50')"
"('10396_122', '192.168.220.46')",32,"('10396_122', '192.168.220.46')"
"('10396_122', '192.168.220.45')",49,"('10396_122', '192.168.220.45')"
"('10396_122', '192.168.220.47')",69,"('10396_122', '192.168.220.47')"
"('10396_122', '192.168.220.51')",128,"('10396_122', '192.168.220.51')"
"('10515_102', '192.168.220.46')",14,"('10515_102', '192.168.220.46')"
"('10515_102', '192.168.210.55')",18,"('10515_102', '192.168.210.55')"
"('10515_102', '192.168.220.42')",18,"('10515_102', '192.168.220.42')"
"('10515_102', '192.168.220.43')",52,"('10515_102', '192.168.220.43')"
"('10515_102', '192.168.220.50')",61,"('10515_102', '192.168.220.50')"
"('10515_102', '192.168.210.45')",96,"('10515_102', '192.168.210.45')"
"('10515_102', '192.168.220.47')",154,"('10515_102', '192.168.220.47')"
"('11606_240', '192.168.220.46')",18,"('11606_240', '192.168.220.46')"
"('11606_240', '192.168.220.45')",42,"('11606_240', '192.168.220.45')"
"('11606_240', '192.168.210.53')",60,"('11606_240', '192.168.210.53')"
"('11606_240', '192.168.210.54')",76,"('11606_240', '192.168.210.54')"
"('11606_240', '192.168.210.55')",79,"('11606_240', '192.168.210.55')"
"('11606_240', '192.168.220.47')",80,"('11606_240', '192.168.220.47')"
"('11606_240', '192.168.220.50')",84,"('11606_240', '192.168.220.50')"
"('11103_2', '192.168.210.49')",14,"('11103_2', '192.168.210.49')"
"('11103_2', '192.168.220.50')",26,"('11103_2', '192.168.220.50')"
"('11103_2', '192.168.210.54')",30,"('11103_2', '192.168.210.54')"
"('11103_2', '192.168.210.55')",30,"('11103_2', '192.168.210.55')"
"('11103_2', '192.168.220.42')",34,"('11103_2', '192.168.220.42')"
"('11103_2', '192.168.220.51')",50,"('11103_2', '192.168.220.51')"
"('11103_2', '192.168.210.53')",56,"('11103_2', '192.168.210.53')"
"('11103_2', '192.168.210.47')",64,"('11103_2', '192.168.210.47')"
"('11103_2', '192.168.220.47')",116,"('11103_2', '192.168.220.47')"
"('10282_54', '192.168.210.48')",14,"('10282_54', '192.168.210.48')"
"('10282_54', '192.168.220.42')",14,"('10282_54', '192.168.220.42')"
"('10282_54', '192.168.210.55')",14,"('10282_54', '192.168.210.55')"
"('10282_54', '192.168.210.46')",20,"('10282_54', '192.168.210.46')"
"('10282_54', '192.168.210.45')",20,"('10282_54', '192.168.210.45')"
"('10282_54', '192.168.210.49')",22,"('10282_54', '192.168.210.49')"
"('10282_54', '192.168.220.45')",22,"('10282_54', '192.168.220.45')"
"('10282_54', '192.168.220.43')",24,"('10282_54', '192.168.220.43')"
"('10282_54', '192.168.220.50')",26,"('10282_54', '192.168.220.50')"
"('10282_54', '192.168.220.48')",42,"('10282_54', '192.168.220.48')"
"('10282_54', '192.168.220.47')",62,"('10282_54', '192.168.220.47')"
"('10282_54', '192.168.220.51')",114,"('10282_54', '192.168.220.51')"
"('11314_130', '192.168.210.50')",14,"('11314_130', '192.168.210.50')"
"('11314_130', '192.168.220.43')",20,"('11314_130', '192.168.220.43')"
"('11314_130', '192.168.210.53')",28,"('11314_130', '192.168.210.53')"
"('11314_130', '192.168.220.45')",30,"('11314_130', '192.168.220.45')"
"('11314_130', '192.168.220.50')",32,"('11314_130', '192.168.220.50')"
"('11314_130', '192.168.220.42')",60,"('11314_130', '192.168.220.42')"
"('11314_130', '192.168.220.47')",74,"('11314_130', '192.168.220.47')"
"('11314_130', '192.168.220.51')",175,"('11314_130', '192.168.220.51')"
"('12589_20', '192.168.220.50')",107,"('12589_20', '192.168.220.50')"
"('12589_20', '192.168.220.51')",130,"('12589_20', '192.168.220.51')"
"('12589_20', '192.168.220.48')",197,"('12589_20', '192.168.220.48')"
"('10517_64', '192.168.220.49')",12,"('10517_64', '192.168.220.49')"
"('10517_64', '192.168.220.50')",18,"('10517_64', '192.168.220.50')"
"('10517_64', '192.168.210.48')",19,"('10517_64', '192.168.210.48')"
"('10517_64', '192.168.210.52')",20,"('10517_64', '192.168.210.52')"
"('10517_64', '192.168.220.47')",22,"('10517_64', '192.168.220.47')"
"('10517_64', '192.168.220.43')",26,"('10517_64', '192.168.220.43')"
"('10517_64', '192.168.210.47')",30,"('10517_64', '192.168.210.47')"
"('10517_64', '192.168.220.42')",36,"('10517_64', '192.168.220.42')"
"('10517_64', '192.168.220.45')",46,"('10517_64', '192.168.220.45')"
"('10517_64', '192.168.220.48')",62,"('10517_64', '192.168.220.48')"
"('10517_64', '192.168.220.51')",124,"('10517_64', '192.168.220.51')"
"('11508_185', '192.168.210.55')",21,"('11508_185', '192.168.210.55')"
"('11508_185', '192.168.210.53')",28,"('11508_185', '192.168.210.53')"
"('11508_185', '192.168.210.47')",28,"('11508_185', '192.168.210.47')"
"('11508_185', '192.168.210.56')",30,"('11508_185', '192.168.210.56')"
"('11508_185', '192.168.210.48')",36,"('11508_185', '192.168.210.48')"
"('11508_185', '192.168.210.52')",43,"('11508_185', '192.168.210.52')"
"('11508_185', '192.168.220.42')",44,"('11508_185', '192.168.220.42')"
"('11508_185', '192.168.210.45')",52,"('11508_185', '192.168.210.45')"
"('11508_185', '192.168.220.47')",159,"('11508_185', '192.168.220.47')"
"('12161_252', '192.168.220.47')",123,"('12161_252', '192.168.220.47')"
"('12161_252', '192.168.210.53')",318,"('12161_252', '192.168.210.53')"
"('10050_16', '192.168.210.55')",14,"('10050_16', '192.168.210.55')"
"('10050_16', '192.168.220.42')",14,"('10050_16', '192.168.220.42')"
"('10050_16', '192.168.210.54')",15,"('10050_16', '192.168.210.54')"
"('10050_16', '192.168.210.56')",22,"('10050_16', '192.168.210.56')"
"('10050_16', '192.168.220.48')",26,"('10050_16', '192.168.220.48')"
"('10050_16', '192.168.210.49')",28,"('10050_16', '192.168.210.49')"
"('10050_16', '192.168.210.53')",32,"('10050_16', '192.168.210.53')"
"('10050_16', '192.168.220.45')",32,"('10050_16', '192.168.220.45')"
"('10050_16', '192.168.220.47')",50,"('10050_16', '192.168.220.47')"
"('10050_16', '192.168.220.49')",69,"('10050_16', '192.168.220.49')"
"('10050_16', '192.168.220.51')",131,"('10050_16', '192.168.220.51')"
"('11341_38', '192.168.210.47')",12,"('11341_38', '192.168.210.47')"
"('11341_38', '192.168.210.50')",14,"('11341_38', '192.168.210.50')"
"('11341_38', '192.168.210.56')",14,"('11341_38', '192.168.210.56')"
"('11341_38', '192.168.220.46')",19,"('11341_38', '192.168.220.46')"
"('11341_38', '192.168.220.49')",20,"('11341_38', '192.168.220.49')"
"('11341_38', '192.168.220.43')",24,"('11341_38', '192.168.220.43')"
"('11341_38', '192.168.220.50')",26,"('11341_38', '192.168.220.50')"
"('11341_38', '192.168.210.53')",30,"('11341_38', '192.168.210.53')"
"('11341_38', '192.168.220.47')",34,"('11341_38', '192.168.220.47')"
"('11341_38', '192.168.210.45')",53,"('11341_38', '192.168.210.45')"
"('11341_38', '192.168.220.51')",145,"('11341_38', '192.168.220.51')"
"('10316_117', '192.168.220.49')",17,"('10316_117', '192.168.220.49')"
"('10316_117', '192.168.210.49')",17,"('10316_117', '192.168.210.49')"
"('10316_117', '192.168.220.45')",18,"('10316_117', '192.168.220.45')"
"('10316_117', '192.168.210.55')",20,"('10316_117', '192.168.210.55')"
"('10316_117', '192.168.220.46')",32,"('10316_117', '192.168.220.46')"
"('10316_117', '192.168.210.54')",51,"('10316_117', '192.168.210.54')"
"('10316_117', '192.168.220.51')",127,"('10316_117', '192.168.220.51')"
"('10316_117', '192.168.220.47')",145,"('10316_117', '192.168.220.47')"
"('10400_246', '192.168.220.49')",14,"('10400_246', '192.168.220.49')"
"('10400_246', '192.168.220.46')",14,"('10400_246', '192.168.220.46')"
"('10400_246', '192.168.220.48')",14,"('10400_246', '192.168.220.48')"
"('10400_246', '192.168.210.54')",16,"('10400_246', '192.168.210.54')"
"('10400_246', '192.168.210.50')",18,"('10400_246', '192.168.210.50')"
"('10400_246', '192.168.220.42')",19,"('10400_246', '192.168.220.42')"
"('10400_246', '192.168.210.49')",19,"('10400_246', '192.168.210.49')"
"('10400_246', '192.168.210.47')",36,"('10400_246', '192.168.210.47')"
"('10400_246', '192.168.220.45')",38,"('10400_246', '192.168.220.45')"
"('10400_246', '192.168.210.55')",49,"('10400_246', '192.168.210.55')"
"('10400_246', '192.168.220.47')",76,"('10400_246', '192.168.220.47')"
"('10400_246', '192.168.220.51')",131,"('10400_246', '192.168.220.51')"
"('11157_128', '192.168.210.46')",14,"('11157_128', '192.168.210.46')"
"('11157_128', '192.168.210.47')",14,"('11157_128', '192.168.210.47')"
"('11157_128', '192.168.210.55')",18,"('11157_128', '192.168.210.55')"
"('11157_128', '192.168.220.47')",28,"('11157_128', '192.168.220.47')"
"('11157_128', '192.168.220.48')",33,"('11157_128', '192.168.220.48')"
"('11157_128', '192.168.210.53')",42,"('11157_128', '192.168.210.53')"
"('11157_128', '192.168.220.42')",63,"('11157_128', '192.168.220.42')"
"('11157_128', '192.168.220.51')",98,"('11157_128', '192.168.220.51')"
"('11157_128', '192.168.210.49')",128,"('11157_128', '192.168.210.49')"
"('11648_214', '192.168.210.46')",14,"('11648_214', '192.168.210.46')"
"('11648_214', '192.168.210.47')",18,"('11648_214', '192.168.210.47')"
"('11648_214', '192.168.220.49')",28,"('11648_214', '192.168.220.49')"
"('11648_214', '192.168.220.42')",30,"('11648_214', '192.168.220.42')"
"('11648_214', '192.168.210.55')",30,"('11648_214', '192.168.210.55')"
"('11648_214', '192.168.210.45')",31,"('11648_214', '192.168.210.45')"
"('11648_214', '192.168.220.45')",39,"('11648_214', '192.168.220.45')"
"('11648_214', '192.168.210.48')",56,"('11648_214', '192.168.210.48')"
"('11648_214', '192.168.220.48')",58,"('11648_214', '192.168.220.48')"
"('11648_214', '192.168.220.46')",62,"('11648_214', '192.168.220.46')"
"('11648_214', '192.168.220.47')",78,"('11648_214', '192.168.220.47')"
"('10543_113', '192.168.220.49')",15,"('10543_113', '192.168.220.49')"
"('10543_113', '192.168.210.57')",18,"('10543_113', '192.168.210.57')"
"('10543_113', '192.168.210.53')",38,"('10543_113', '192.168.210.53')"
"('10543_113', '192.168.220.47')",73,"('10543_113', '192.168.220.47')"
"('10543_113', '192.168.210.47')",146,"('10543_113', '192.168.210.47')"
"('10543_113', '192.168.210.54')",154,"('10543_113', '192.168.210.54')"
"('12505_119', '192.168.220.48')",12,"('12505_119', '192.168.220.48')"
