,IP_A,IP_B,confidence,pairs,pairs2,frequency,avg_norm_latency,total_duration,total_packets,norm_latency,latency_rank,pair_ID,server_A,server_B,server
1279,10371_42,192.168.220.45,0.7045454545454546,"['10371_42', '192.168.220.45']","('10371_42', '192.168.220.45')",62,0.0210252688172043,3.757,124,2.05558770948734e-06,0.00012744643798821509,926,,,92
1161,12481_68,192.168.220.47,0.8333333333333334,"['12481_68', '192.168.220.47']","('12481_68', '192.168.220.47')",60,0.024458333333333335,3.8649999999999998,88,2.114678333023308e-06,0.00012688069998139848,927,,,92
487,13644_99,192.168.220.51,1.0,"['13644_99', '192.168.220.51']","('13644_99', '192.168.220.51')",32,0.024700950347240187,7.244000000000002,469,3.96344886013476e-06,0.00012683036352431233,928,,,92
763,14133_17,192.168.220.51,1.0,"['14133_17', '192.168.220.51']","('14133_17', '192.168.220.51')",42,0.048999999999999995,5.51,70,3.014716071140602e-06,0.0001266180749879053,929,,,92
1141,11656_184,192.168.220.51,0.7142857142857143,"['11656_184', '192.168.220.51']","('11656_184', '192.168.220.51')",50,0.011104273258904842,4.617999999999999,257,2.5266712915657532e-06,0.00012633356457828767,930,,,93
1013,10299_44,192.168.220.47,1.0,"['10299_44', '192.168.220.47']","('10299_44', '192.168.220.47')",56,0.01683735119047619,4.118999999999999,109,2.253650725413455e-06,0.00012620444062315348,931,,,93
690,10088_43,192.168.210.45,1.0,"['10088_43', '192.168.210.45']","('10088_43', '192.168.210.45')",40,0.045147619047619054,5.763,93,3.153141328127639e-06,0.00012612565312510556,932,,,93
789,12775_132,192.168.220.51,0.7272727272727273,"['12775_132', '192.168.220.51']","('12775_132', '192.168.220.51')",32,0.023355882921714727,7.191999999999999,184,3.9349978191729966e-06,0.0001259199302135359,933,,,93
1301,14397_183,192.168.220.47,1.0,"['14397_183', '192.168.220.47']","('14397_183', '192.168.220.47')",89,0.002484418717986134,2.582,221,1.4127036108321298e-06,0.00012573062136405955,934,,,93
619,10718_115,192.168.220.51,1.0,"['10718_115', '192.168.220.51']","('10718_115', '192.168.220.51')",36,0.020124425322770916,6.370999999999999,292,3.4857996532190152e-06,0.00012548878751588455,935,,,93
434,11888_70,192.168.220.47,1.0,"['11888_70', '192.168.220.47']","('11888_70', '192.168.220.47')",31,0.049651433691756265,7.3809999999999985,133,4.03840641036094e-06,0.00012519059872118912,936,,,93
903,10272_23,192.168.210.48,1.0,"['10272_23', '192.168.210.48']","('10272_23', '192.168.210.48')",50,0.025764682405165454,4.569,187,2.4998616568133234e-06,0.00012499308284066616,937,,,93
498,14091_238,192.168.210.47,1.0,"['14091_238', '192.168.210.47']","('14091_238', '192.168.210.47')",32,0.06992109374999998,7.116999999999999,73,3.893962663939685e-06,0.00012460680524606992,938,,,93
514,13203_213,192.168.210.56,1.0,"['13203_213', '192.168.210.56']","('13203_213', '192.168.210.56')",32,0.00883298473968669,7.114999999999998,631,3.892868393133463e-06,0.00012457178858027082,939,,,93
910,14072_172,192.168.210.47,1.0,"['14072_172', '192.168.210.47']","('14072_172', '192.168.210.47')",50,0.02687428571428572,4.498999999999999,131,2.4615621785955655e-06,0.00012307810892977827,940,,,94
712,10373_33,192.168.220.50,1.0,"['10373_33', '192.168.220.50']","('10373_33', '192.168.220.50')",40,0.027550871212121197,5.594999999999998,113,3.0612225804050204e-06,0.00012244890321620082,941,,,94
934,12117_157,192.168.220.42,1.0,"['12117_157', '192.168.220.42']","('12117_157', '192.168.220.42')",52,0.015238827838827835,4.297999999999999,105,2.3515879625702914e-06,0.00012228257405365515,942,,,94
607,13964_106,192.168.220.48,1.0,"['13964_106', '192.168.220.48']","('13964_106', '192.168.220.48')",36,0.045244468494468504,6.206,92,3.395522311705731e-06,0.00012223880322140632,943,,,94
991,12321_78,192.168.220.47,1.0,"['12321_78', '192.168.220.47']","('12321_78', '192.168.220.47')",56,0.017696494279529996,3.951,133,2.1617319776908382e-06,0.00012105699075068694,944,,,94
1097,13643_77,192.168.220.51,1.0,"['13643_77', '192.168.220.51']","('13643_77', '192.168.220.51')",64,0.014071577380952379,3.4540000000000006,179,1.8898056823447625e-06,0.0001209475636700648,945,,,94
1006,11697_32,192.168.210.57,1.0,"['11697_32', '192.168.210.57']","('11697_32', '192.168.210.57')",56,0.012884226190476189,3.9449999999999994,136,2.158449165272173e-06,0.0001208731532552417,946,,,94
749,13075_139,192.168.220.51,1.0,"['13075_139', '192.168.220.51']","('13075_139', '192.168.220.51')",42,0.019451152683295538,5.246,134,2.870272324719347e-06,0.00012055143763821257,947,,,94
1186,10124_25,192.168.220.43,0.7066666666666667,"['10124_25', '192.168.220.43']","('10124_25', '192.168.220.43')",53,0.011093091970922158,4.154,265,2.2728004645223344e-06,0.00012045842461968372,948,,,94
430,11806_232,192.168.220.51,1.0,"['11806_232', '192.168.220.51']","('11806_232', '192.168.220.51')",31,0.03965824372759857,7.091000000000001,144,3.879737143458805e-06,0.00012027185144722295,949,,,94
905,11815_119,192.168.220.49,1.0,"['11815_119', '192.168.220.49']","('11815_119', '192.168.220.49')",50,0.029155388888888894,4.392,129,2.403018690462709e-06,0.00012015093452313545,950,,,95
265,13309_26,192.168.210.45,1.0,"['13309_26', '192.168.210.45']","('13309_26', '192.168.210.45')",28,0.042444387755102043,7.8420000000000005,71,4.290635831195028e-06,0.00012013780327346077,951,,,95
801,10813_232,192.168.220.51,1.0,"['10813_232', '192.168.220.51']","('10813_232', '192.168.220.51')",45,0.024558333333333335,4.8709999999999996,165,2.6650965485527897e-06,0.00011992934468487554,952,,,95
805,13631_82,192.168.220.51,1.0,"['13631_82', '192.168.220.51']","('13631_82', '192.168.220.51')",45,0.04424074074074074,4.870999999999999,70,2.6650965485527897e-06,0.00011992934468487554,953,,,95
155,13513_177,192.168.220.43,1.0,"['13513_177', '192.168.220.43']","('13513_177', '192.168.220.43')",26,0.04762443746729461,8.411000000000001,161,4.601955875565083e-06,0.00011965085276469216,954,,,95
993,10088_24,192.168.210.53,0.7142857142857143,"['10088_24', '192.168.210.53']","('10088_24', '192.168.210.53')",40,0.05194253420146418,5.461000000000002,355,2.9879064363881735e-06,0.00011951625745552693,955,,,95
647,11258_69,192.168.210.56,1.0,"['11258_69', '192.168.210.56']","('11258_69', '192.168.210.56')",38,0.03390087719298246,5.701,117,3.1192189331347685e-06,0.0001185303194591212,956,,,95
481,13303_61,192.168.220.47,1.0,"['13303_61', '192.168.220.47']","('13303_61', '192.168.220.47')",32,0.03031494963369964,6.767999999999998,132,3.703012408254009e-06,0.00011849639706412829,957,,,95
1113,10661_123,192.168.220.50,1.0,"['10661_123', '192.168.220.50']","('10661_123', '192.168.220.50')",66,0.007703549444702165,3.2779999999999996,369,1.7935098513972584e-06,0.00011837165019221906,958,,,95
1047,12531_34,192.168.210.54,1.0,"['12531_34', '192.168.210.54']","('12531_34', '192.168.210.54')",60,0.021187499999999995,3.5949999999999998,93,1.9669517741833874e-06,0.00011801710645100325,959,,,95
1131,14092_8,192.168.220.51,1.0,"['14092_8', '192.168.220.51']","('14092_8', '192.168.220.51')",68,0.006172467238643709,3.1599999999999997,143,1.728947873830182e-06,0.00011756845542045238,960,,,96
529,10299_121,192.168.210.55,1.0,"['10299_121', '192.168.210.55']","('10299_121', '192.168.210.55')",34,0.0177879977865272,6.3069999999999995,199,3.4507829874199236e-06,0.00011732662157227741,961,,,96
921,14148_46,192.168.220.51,1.0,"['14148_46', '192.168.220.51']","('14148_46', '192.168.220.51')",51,0.012631896262778615,4.186,146,2.2903087974218804e-06,0.0001168057486685159,962,,,96
1082,12060_105,192.168.210.56,1.0,"['12060_105', '192.168.210.56']","('12060_105', '192.168.210.56')",62,0.012106154866638739,3.419,126,1.8706559432358837e-06,0.00011598066848062479,963,,,96
354,11959_76,192.168.220.51,1.0,"['11959_76', '192.168.220.51']","('11959_76', '192.168.220.51')",30,0.025313782832027863,7.063,449,3.864417352171701e-06,0.00011593252056515103,964,,,96
436,11305_59,192.168.210.56,1.0,"['11305_59', '192.168.210.56']","('11305_59', '192.168.210.56')",31,0.03193892729134665,6.833000000000001,166,3.738576209456214e-06,0.00011589586249314263,965,,,96
493,10299_67,192.168.210.46,1.0,"['10299_67', '192.168.210.46']","('10299_67', '192.168.210.46')",32,0.02419172761266512,6.600999999999999,249,3.6116407959345032e-06,0.0001155725054699041,966,,,96
879,14470_146,192.168.220.46,1.0,"['14470_146', '192.168.220.46']","('14470_146', '192.168.220.46')",48,0.017095598845598844,4.398,93,2.4063015028813737e-06,0.00011550247213830593,967,,,96
1225,13154_144,192.168.220.51,1.0,"['13154_144', '192.168.220.51']","('13154_144', '192.168.220.51')",80,0.01613005952380952,2.615999999999999,132,1.431306214537897e-06,0.00011450449716303177,968,,,96
537,13439_252,192.168.210.55,1.0,"['13439_252', '192.168.210.55']","('13439_252', '192.168.210.55')",34,0.04353913398692811,6.1530000000000005,117,3.366524135340858e-06,0.00011446182060158918,969,,,96
404,13979_110,192.168.220.45,1.0,"['13979_110', '192.168.220.45']","('13979_110', '192.168.220.45')",30,0.033683667628667625,6.972,133,3.8146280304886174e-06,0.00011443884091465852,970,,,97
709,10343_44,192.168.220.51,1.0,"['10343_44', '192.168.220.51']","('10343_44', '192.168.220.51')",40,0.024369027777777778,5.228,90,2.8604238874633517e-06,0.00011441695549853406,971,,,97
771,11042_39,192.168.220.42,1.0,"['11042_39', '192.168.220.42']","('11042_39', '192.168.220.42')",43,0.039509689922480606,4.838,86,2.6470410802501332e-06,0.00011382276645075572,972,,,97
290,14100_46,192.168.210.57,1.0,"['14100_46', '192.168.210.57']","('14100_46', '192.168.210.57')",28,0.013265508572158103,7.4289999999999985,405,4.06466890971026e-06,0.00011381072947188728,973,,,97
1362,10392_75,192.168.210.49,0.96,"['10392_75', '192.168.210.49']","('10392_75', '192.168.210.49')",96,0.008046874999999998,2.163,182,1.1834538769286975e-06,0.00011361157218515495,974,,,97
902,13133_251,192.168.220.51,1.0,"['13133_251', '192.168.220.51']","('13133_251', '192.168.220.51')",50,0.019373627450980396,4.149000000000001,142,2.2700647875067806e-06,0.00011350323937533904,975,,,97
1191,11053_98,192.168.210.53,0.7105263157894737,"['11053_98', '192.168.210.53']","('11053_98', '192.168.210.53')",54,0.025365740740740737,3.8390000000000004,86,2.100452812542427e-06,0.00011342445187729107,976,,,97
755,11958_36,192.168.220.51,0.8571428571428571,"['11958_36', '192.168.220.51']","('11958_36', '192.168.220.51')",36,0.02376888227513227,5.751999999999999,137,3.1471228386934197e-06,0.0001132964221929631,977,,,97
379,10946_147,192.168.210.57,1.0,"['10946_147', '192.168.210.57']","('10946_147', '192.168.210.57')",30,0.09573055555555553,6.896,55,3.7730457398521945e-06,0.00011319137219556584,978,,,97
1241,10045_184,192.168.220.51,1.0,"['10045_184', '192.168.220.51']","('10045_184', '192.168.220.51')",82,0.0076984342892879466,2.5039999999999996,256,1.3700270493894858e-06,0.00011234221804993784,979,,,97
682,14280_99,192.168.220.51,1.0,"['14280_99', '192.168.220.51']","('14280_99', '192.168.220.51')",39,0.023481876456876456,5.263,177,2.8795736265722307e-06,0.00011230337143631699,980,,,98
609,14009_143,192.168.220.51,0.7777777777777778,"['14009_143', '192.168.220.51']","('14009_143', '192.168.220.51')",28,0.06061547619047621,7.3180000000000005,102,4.00393687996496e-06,0.00011211023263901887,981,,,98
1045,10369_150,192.168.210.53,1.0,"['10369_150', '192.168.210.53']","('10369_150', '192.168.210.53')",60,0.021265833333333328,3.402,81,1.861354641383e-06,0.00011168127848297999,982,,,98
1243,10012_227,192.168.220.49,1.0,"['10012_227', '192.168.220.49']","('10012_227', '192.168.220.49')",82,0.0074006410256410235,2.4789999999999996,142,1.3563486643117155e-06,0.00011122059047356067,983,,,98
1254,10045_120,192.168.220.47,0.7380952380952381,"['10045_120', '192.168.220.47']","('10045_120', '192.168.220.47')",62,0.008290173237753884,3.2760000000000002,171,1.7924155805910369e-06,0.00011112976599664429,984,,,98
985,10579_158,192.168.220.47,0.8214285714285714,"['10579_158', '192.168.220.47']","('10579_158', '192.168.220.47')",46,0.015572509377858349,4.406000000000001,280,2.4106785861062604e-06,0.00011089121496088798,985,,,98
722,10718_132,192.168.220.45,1.0,"['10718_132', '192.168.220.45']","('10718_132', '192.168.220.45')",40,0.027306458333333332,5.062,82,2.7695994105469566e-06,0.00011078397642187826,986,,,98
1193,11851_4,192.168.220.48,0.7368421052631579,"['11851_4', '192.168.220.48']","('11851_4', '192.168.220.48')",56,0.013440476190476192,3.6090000000000004,127,1.974611669826939e-06,0.0001105782535103086,987,,,98
21,12060_97,192.168.220.47,1.0,"['12060_97', '192.168.220.47']","('12060_97', '192.168.220.47')",24,0.049083527236652234,8.407,93,4.59976733395264e-06,0.00011039441601486336,988,,,98
711,13091_232,192.168.220.43,1.0,"['13091_232', '192.168.220.43']","('13091_232', '192.168.220.43')",40,0.02423527777777778,5.043,109,2.7592038378878507e-06,0.00011036815351551403,989,,,98
346,14471_105,192.168.220.46,1.0,"['14471_105', '192.168.220.46']","('14471_105', '192.168.220.46')",29,0.05622027914614121,6.954999999999998,106,3.8053267286357323e-06,0.00011035447513043624,990,,,99
965,12109_124,192.168.220.42,0.7407407407407407,"['12109_124', '192.168.220.42']","('12109_124', '192.168.220.42')",40,0.029729285714285708,5.040000000000001,114,2.757562431678519e-06,0.00011030249726714076,991,,,99
642,14288_207,192.168.220.51,1.0,"['14288_207', '192.168.220.51']","('14288_207', '192.168.220.51')",37,0.047094144144144146,5.367000000000001,69,2.9364757084957563e-06,0.00010864960121434298,992,,,99
414,11375_16,192.168.210.45,1.0,"['11375_16', '192.168.210.45']","('11375_16', '192.168.210.45')",30,0.01702608005521049,6.606,99,3.6143764729500583e-06,0.00010843129418850174,993,,,99
732,13631_71,192.168.210.49,1.0,"['13631_71', '192.168.210.49']","('13631_71', '192.168.210.49')",41,0.048630081300813005,4.833,64,2.6443054032345795e-06,0.00010841652153261775,994,,,99
1065,10032_32,192.168.210.54,1.0,"['10032_32', '192.168.210.54']","('10032_32', '192.168.210.54')",62,0.009175499231950846,3.1959999999999997,110,1.7486447483421712e-06,0.00010841597439721462,995,,,99
747,12942_36,192.168.220.49,0.7142857142857143,"['12942_36', '192.168.220.49']","('12942_36', '192.168.220.49')",30,0.046238624338624336,6.603000000000001,65,3.6127350667407257e-06,0.00010838205200222178,996,,,99
1201,14087_204,192.168.210.47,1.0,"['14087_204', '192.168.210.47']","('14087_204', '192.168.210.47')",77,0.0057810812203669334,2.5719999999999987,201,1.407232256801021e-06,0.00010835688377367862,997,,,99
972,13537_216,192.168.220.48,1.0,"['13537_216', '192.168.220.48']","('13537_216', '192.168.220.48')",54,0.008397397264842578,3.664,250,2.004704116998034e-06,0.00010825402231789384,998,,,99
1397,13400_89,192.168.220.47,1.0,"['13400_89', '192.168.220.47']","('13400_89', '192.168.220.47')",108,0.0033658930575597235,1.8310000000000004,193,1.0018049230959064e-06,0.0001081949316943579,999,,,99
413,14419_240,192.168.220.51,1.0,"['14419_240', '192.168.220.51']","('14419_240', '192.168.220.51')",30,0.09099444444444445,6.57,44,3.5946795984380685e-06,0.00010784038795314205,1000,,,100
500,14209_125,192.168.220.51,1.0,"['14209_125', '192.168.220.51']","('14209_125', '192.168.220.51')",32,0.052203124999999996,6.114,72,3.345185854619536e-06,0.00010704594734782515,1001,,,100
956,10244_202,192.168.220.51,1.0,"['10244_202', '192.168.220.51']","('10244_202', '192.168.220.51')",52,0.025082852564102563,3.758,118,2.0561348448904505e-06,0.00010691901193430342,1002,,,100
821,12545_132,192.168.220.51,1.0,"['12545_132', '192.168.220.51']","('12545_132', '192.168.220.51')",46,0.018026276742581095,4.239,117,2.3193069737867536e-06,0.00010668812079419067,1003,,,100
970,11194_210,192.168.220.50,1.0,"['11194_210', '192.168.220.50']","('11194_210', '192.168.220.50')",54,0.008231385281385282,3.6079999999999997,99,1.974064534423828e-06,0.00010659948485888671,1004,,,100
421,10016_181,192.168.210.56,1.0,"['10016_181', '192.168.210.56']","('10016_181', '192.168.210.56')",30,0.024321509873239656,6.491,1032,3.551455901592314e-06,0.00010654367704776941,1005,,,100
426,14553_140,192.168.210.56,1.0,"['14553_140', '192.168.210.56']","('14553_140', '192.168.210.56')",30,0.012743740573152338,6.458999999999999,120,3.533947568692767e-06,0.000106018427060783,1006,,,100
930,10151_30,192.168.220.45,0.7692307692307693,"['10151_30', '192.168.220.45']","('10151_30', '192.168.220.45')",40,0.023405208333333333,4.827999999999999,83,2.641569726219025e-06,0.000105662789048761,1007,,,100
365,12700_240,192.168.220.51,1.0,"['12700_240', '192.168.220.51']","('12700_240', '192.168.220.51')",30,0.08393,6.424,55,3.5147978295838893e-06,0.00010544393488751669,1008,,,100
955,10243_67,192.168.210.45,1.0,"['10243_67', '192.168.210.45']","('10243_67', '192.168.210.45')",52,0.01593173076923077,3.7039999999999993,204,2.026589533122466e-06,0.00010538265572236822,1009,,,100
713,13258_73,192.168.220.50,1.0,"['13258_73', '192.168.220.50']","('13258_73', '192.168.220.50')",40,0.043400166666666684,4.778000000000001,152,2.614212956063485e-06,0.0001045685182425394,1010,,,101
812,11652_75,192.168.220.51,1.0,"['11652_75', '192.168.220.51']","('11652_75', '192.168.220.51')",46,0.023156818181818188,4.117,132,2.252556454607234e-06,0.00010361759691193277,1011,,,101
1325,13646_83,192.168.220.51,1.0,"['13646_83', '192.168.220.51']","('13646_83', '192.168.220.51')",93,0.003709041645331969,2.035,224,1.113420545330513e-06,0.0001035481107157377,1012,,,101
232,12515_89,192.168.210.55,1.0,"['12515_89', '192.168.210.55']","('12515_89', '192.168.210.55')",28,0.06953214285714285,6.729,66,3.6816741275326885e-06,0.00010308687557091529,1013,,,101
615,11690_205,192.168.220.51,1.0,"['11690_205', '192.168.220.51']","('11690_205', '192.168.220.51')",36,0.003619336972259835,5.23,3540,2.861518158269574e-06,0.00010301465369770465,1014,,,101
1204,14611_27,192.168.210.48,1.0,"['14611_27', '192.168.210.48']","('14611_27', '192.168.210.48')",77,0.0022098956598956593,2.4409999999999994,198,1.3355575189935042e-06,0.00010283792896249982,1015,,,101
744,12689_230,192.168.220.51,1.0,"['12689_230', '192.168.220.51']","('12689_230', '192.168.220.51')",42,0.012645820241972385,4.473000000000001,222,2.4473366581146853e-06,0.00010278813964081678,1016,,,101
246,12694_95,192.168.220.51,1.0,"['12694_95', '192.168.220.51']","('12694_95', '192.168.220.51')",28,0.02936265074211503,6.697000000000001,72,3.6641657946331425e-06,0.00010259664224972799,1017,,,101
698,11876_210,192.168.220.47,1.0,"['11876_210', '192.168.220.47']","('11876_210', '192.168.220.47')",40,0.050031666666666676,4.672,72,2.5562166033337373e-06,0.00010224866413334949,1018,,,101
445,14554_123,192.168.210.56,1.0,"['14554_123', '192.168.210.56']","('14554_123', '192.168.210.56')",31,0.09687096774193547,6.005999999999999,37,3.286095231083567e-06,0.00010186895216359058,1019,,,101
648,11472_51,192.168.220.45,1.0,"['11472_51', '192.168.220.45']","('11472_51', '192.168.220.45')",38,0.043110964912280704,4.898000000000001,76,2.6798692044367828e-06,0.00010183502976859775,1020,,,102
312,12779_157,192.168.210.56,1.0,"['12779_157', '192.168.210.56']","('12779_157', '192.168.210.56')",28,0.02695858030858031,6.6450000000000005,205,3.63571475367138e-06,0.00010180001310279864,1021,,,102
392,13775_21,192.168.220.42,1.0,"['13775_21', '192.168.220.42']","('13775_21', '192.168.220.42')",30,0.03203824786324786,6.162000000000001,90,3.3714483539688558e-06,0.00010114345061906568,1022,,,102
311,10021_197,192.168.210.56,1.0,"['10021_197', '192.168.210.56']","('10021_197', '192.168.210.56')",28,0.0037413336890592436,6.591999999999998,2125,3.6067165773065052e-06,0.00010098806416458215,1023,,,102
203,10030_166,192.168.220.42,1.0,"['10030_166', '192.168.220.42']","('10030_166', '192.168.220.42')",27,0.009551727621256759,6.833,428,3.7385762094562133e-06,0.00010094155765531776,1024,,,102
1156,11197_56,192.168.210.46,1.0,"['11197_56', '192.168.210.46']","('11197_56', '192.168.210.46')",72,0.014896990740740745,2.559,109,1.400119496560581e-06,0.00010080860375236183,1025,,,102
989,10789_244,192.168.220.51,1.0,"['10789_244', '192.168.220.51']","('10789_244', '192.168.220.51')",56,0.014553571428571426,3.2819999999999996,101,1.7956983930097015e-06,0.00010055911000854329,1026,,,102
1272,12636_28,192.168.220.48,0.8837209302325582,"['12636_28', '192.168.220.48']","('12636_28', '192.168.220.48')",76,0.0133125,2.413,100,1.3202377277064016e-06,0.00010033806730568652,1027,,,102
978,10088_69,192.168.220.51,1.0,"['10088_69', '192.168.220.51']","('10088_69', '192.168.220.51')",55,0.02614840909090909,3.3339999999999996,114,1.824149433971464e-06,0.00010032821886843052,1028,,,102
885,10343_188,192.168.220.45,0.8163265306122449,"['10343_188', '192.168.220.45']","('10343_188', '192.168.220.45')",40,0.028044999999999997,4.574999999999999,76,2.503144469231988e-06,0.00010012577876927951,1029,,,102
670,12730_109,192.168.220.45,1.0,"['12730_109', '192.168.220.45']","('12730_109', '192.168.220.45')",38,0.023550158540290123,4.815000000000001,187,2.634456965978585e-06,0.00010010936470718624,1030,,,103
876,10694_92,192.168.220.47,1.0,"['10694_92', '192.168.220.47']","('10694_92', '192.168.220.47')",48,0.016135019841269842,3.811,107,2.0851330212553237e-06,0.00010008638502025554,1031,,,103
122,11933_232,192.168.220.49,1.0,"['11933_232', '192.168.220.49']","('11933_232', '192.168.220.49')",26,0.03431370857120857,7.035,276,3.849097560884599e-06,0.00010007653658299956,1032,,,103
516,10694_11,192.168.220.45,1.0,"['10694_11', '192.168.220.45']","('10694_11', '192.168.220.45')",33,0.019503473789035292,5.523999999999999,250,3.022375966784153e-06,9.973840690387705e-05,1033,,,103
842,12843_200,192.168.210.47,1.0,"['12843_200', '192.168.210.47']","('12843_200', '192.168.210.47')",47,0.015481779804120232,3.8640000000000003,122,2.1141311976201973e-06,9.936416628814927e-05,1034,,,103
231,11151_88,192.168.220.51,0.8571428571428571,"['11151_88', '192.168.220.51']","('11151_88', '192.168.220.51')",24,0.037949223621402545,7.563,220,4.137985053727109e-06,9.931164128945062e-05,1035,,,103
1463,10759_43,192.168.220.47,1.0,"['10759_43', '192.168.220.47']","('10759_43', '192.168.220.47')",128,0.004098192862167566,1.4159999999999993,414,7.747437308049166e-07,9.916719754302932e-05,1036,,,103
205,13116_173,192.168.220.50,1.0,"['13116_173', '192.168.220.50']","('13116_173', '192.168.220.50')",27,0.04349923440756774,6.684000000000001,162,3.657053034392702e-06,9.874043192860296e-05,1037,,,103
532,12125_83,192.168.220.42,0.7647058823529411,"['12125_83', '192.168.220.42']","('12125_83', '192.168.220.42')",26,0.034686316247854704,6.934,88,3.793836885170406e-06,9.863975901443056e-05,1038,,,103
570,10088_46,192.168.220.47,1.0,"['10088_46', '192.168.220.47']","('10088_46', '192.168.220.47')",36,0.004202058404558404,4.98,188,2.7247343074918695e-06,9.80904350697073e-05,1039,,,103
882,10343_172,192.168.210.54,1.0,"['10343_172', '192.168.210.54']","('10343_172', '192.168.210.54')",48,0.014744642857142857,3.7199999999999998,103,2.0353436995722394e-06,9.769649757946749e-05,1040,,,104
60,14129_53,192.168.220.51,1.0,"['14129_53', '192.168.220.51']","('14129_53', '192.168.220.51')",24,0.02913380830750249,7.337000000000001,363,4.014332452624065e-06,9.634397886297757e-05,1041,,,104
946,13417_124,192.168.220.47,0.7307692307692307,"['13417_124', '192.168.220.47']","('13417_124', '192.168.220.47')",38,0.02530619161540214,4.5630000000000015,87,2.496578844394659e-06,9.486999608699705e-05,1042,,,104
1041,10343_20,192.168.220.50,1.0,"['10343_20', '192.168.220.50']","('10343_20', '192.168.220.50')",60,0.013897777777777778,2.882999999999999,110,1.5773913671684853e-06,9.464348203010911e-05,1043,,,104
666,10485_17,192.168.220.51,1.0,"['10485_17', '192.168.220.51']","('10485_17', '192.168.220.51')",38,0.024830502392344498,4.541999999999999,78,2.4850890009293307e-06,9.443338203531457e-05,1044,,,104
214,11047_220,192.168.220.42,1.0,"['11047_220', '192.168.220.42']","('11047_220', '192.168.220.42')",28,0.08677678571428572,6.164,50,3.3725426247750766e-06,9.443119349370214e-05,1045,,,104
165,10003_48,192.168.220.42,1.0,"['10003_48', '192.168.220.42']","('10003_48', '192.168.220.42')",26,0.03284114012566885,6.617,454,3.6203949623842766e-06,9.413026902199119e-05,1046,,,104
867,11545_4,192.168.210.54,0.7083333333333334,"['11545_4', '192.168.210.54']","('11545_4', '192.168.210.54')",34,0.030457746257010965,5.020999999999999,327,2.747166859019412e-06,9.340367320666001e-05,1047,,,104
1144,14301_172,192.168.220.51,1.0,"['14301_172', '192.168.220.51']","('14301_172', '192.168.220.51')",70,0.006064130434782609,2.436,269,1.3328218419779505e-06,9.329752893845654e-05,1048,,,104
437,12473_100,192.168.210.55,1.0,"['12473_100', '192.168.210.55']","('12473_100', '192.168.210.55')",31,0.050456912442396314,5.469,74,2.992283519613059e-06,9.276078910800482e-05,1049,,,104
729,12452_254,192.168.220.47,0.8780487804878049,"['12452_254', '192.168.220.47']","('12452_254', '192.168.220.47')",36,0.028677193562610233,4.7090000000000005,133,2.576460613248838e-06,9.275258207695816e-05,1050,,,105
257,13080_49,192.168.220.45,1.0,"['13080_49', '192.168.220.45']","('13080_49', '192.168.220.45')",28,0.03153047924297924,6.007000000000001,92,3.286642366486679e-06,9.202598626162701e-05,1051,,,105
152,13447_37,192.168.220.50,1.0,"['13447_37', '192.168.220.50']","('13447_37', '192.168.220.50')",26,0.05907544378698225,6.452000000000001,68,3.530117620870993e-06,9.178305814264581e-05,1052,,,105
557,14603_154,192.168.210.45,1.0,"['14603_154', '192.168.210.45']","('14603_154', '192.168.210.45')",34,0.039995098039215686,4.930000000000001,65,2.6973775373363288e-06,9.171083626943518e-05,1053,,,105
780,11167_164,192.168.210.55,1.0,"['11167_164', '192.168.210.55']","('11167_164', '192.168.210.55')",44,0.020034090909090908,3.801,81,2.079661667224216e-06,9.15051133578655e-05,1054,,,105
287,10416_91,192.168.210.53,1.0,"['10416_91', '192.168.210.53']","('10416_91', '192.168.210.53')",28,0.024043611400676613,5.965999999999998,202,3.2642098149591338e-06,9.139787481885575e-05,1055,,,105
360,12348_252,192.168.220.47,1.0,"['12348_252', '192.168.220.47']","('12348_252', '192.168.220.47')",30,0.03494888888888889,5.567,64,3.0459027891179195e-06,9.137708367353758e-05,1056,,,105
917,10416_113,192.168.210.55,1.0,"['10416_113', '192.168.210.55']","('10416_113', '192.168.210.55')",51,0.008165131709249358,3.2689999999999997,274,1.7885856327692612e-06,9.121786727123232e-05,1057,,,105
693,10708_252,192.168.210.53,0.8,"['10708_252', '192.168.210.53']","('10708_252', '192.168.210.53')",32,0.03681875,5.207999999999999,69,2.8494811794011353e-06,9.118339774083633e-05,1058,,,105
418,14462_35,192.168.220.51,1.0,"['14462_35', '192.168.220.51']","('14462_35', '192.168.220.51')",30,0.02090972582972583,5.545,443,3.0338658102494806e-06,9.101597430748442e-05,1059,,,105
734,14194_241,192.168.220.51,1.0,"['14194_241', '192.168.220.51']","('14194_241', '192.168.220.51')",41,0.02364233449477352,4.051,88,2.2164455180019205e-06,9.087426623807874e-05,1060,,,106
552,13774_115,192.168.220.51,0.7647058823529411,"['13774_115', '192.168.220.51']","('13774_115', '192.168.220.51')",26,0.10007692307692308,6.382999999999999,43,3.492365278056345e-06,9.080149722946497e-05,1061,,,106
1188,13234_35,192.168.220.47,0.9066666666666666,"['13234_35', '192.168.220.47']","('13234_35', '192.168.220.47')",68,0.007815424690399114,2.4330000000000003,292,1.3311804357686182e-06,9.052026963226604e-05,1062,,,106
