,IP_B,confidence,IP_A
"('11225_144',)","('192.168.220.51',)",1.0,"('11225_144',)"
"('11472_43',)","('192.168.210.56',)",1.0,"('11472_43',)"
"('12401_35',)","('192.168.220.46',)",1.0,"('12401_35',)"
"('12517_242',)","('192.168.210.55',)",1.0,"('12517_242',)"
"('10099_128',)","('192.168.210.55',)",1.0,"('10099_128',)"
"('13588_7',)","('192.168.220.47',)",1.0,"('13588_7',)"
"('10372_163',)","('192.168.220.47',)",0.7037037037037037,"('10372_163',)"
"('10030_166',)","('192.168.220.42',)",1.0,"('10030_166',)"
"('13908_13',)","('192.168.220.48',)",1.0,"('13908_13',)"
"('13116_173',)","('192.168.220.50',)",1.0,"('13116_173',)"
"('11975_88',)","('192.168.220.50',)",1.0,"('11975_88',)"
"('11975_138',)","('192.168.220.50',)",1.0,"('11975_138',)"
"('10813_216',)","('192.168.220.46',)",0.6666666666666666,"('10813_216',)"
"('13404_154',)","('192.168.220.51',)",0.6296296296296297,"('13404_154',)"
"('14422_36',)","('192.168.220.51',)",1.0,"('14422_36',)"
"('10932_77',)","('192.168.220.47',)",1.0,"('10932_77',)"
"('14475_21',)","('192.168.220.49',)",1.0,"('14475_21',)"
"('14186_174',)","('192.168.210.49',)",1.0,"('14186_174',)"
"('10284_192',)","('192.168.220.47',)",1.0,"('10284_192',)"
"('10392_115',)","('192.168.220.47',)",1.0,"('10392_115',)"
"('10967_56',)","('192.168.220.51',)",0.6428571428571429,"('10967_56',)"
"('11047_220',)","('192.168.220.42',)",1.0,"('11047_220',)"
"('11076_132',)","('192.168.220.47',)",0.5,"('11076_132',)"
"('11379_148',)","('192.168.210.48',)",1.0,"('11379_148',)"
"('11554_149',)","('192.168.210.45',)",1.0,"('11554_149',)"
"('11565_162',)","('192.168.220.47',)",1.0,"('11565_162',)"
"('11151_195',)","('192.168.220.51',)",1.0,"('11151_195',)"
"('10708_236',)","('192.168.210.45',)",0.7142857142857143,"('10708_236',)"
"('11639_115',)","('192.168.220.46',)",0.5714285714285714,"('11639_115',)"
"('10327_154',)","('192.168.220.46',)",1.0,"('10327_154',)"
"('10752_177',)","('192.168.220.51',)",0.42857142857142855,"('10752_177',)"
"('10236_250',)","('192.168.220.51',)",1.0,"('10236_250',)"
"('11750_154',)","('192.168.220.49',)",1.0,"('11750_154',)"
"('10045_209',)","('192.168.220.47',)",0.5,"('10045_209',)"
"('11323_125',)","('192.168.220.51',)",0.8571428571428571,"('11323_125',)"
"('11920_65',)","('192.168.220.47',)",1.0,"('11920_65',)"
"('10694_123',)","('192.168.210.52',)",1.0,"('10694_123',)"
"('12004_55',)","('192.168.220.51',)",0.5714285714285714,"('12004_55',)"
"('12134_238',)","('192.168.220.42',)",1.0,"('12134_238',)"
"('12056_135',)","('192.168.220.43',)",1.0,"('12056_135',)"
"('10099_235',)","('192.168.220.51',)",1.0,"('10099_235',)"
"('10696_227',)","('192.168.220.51',)",1.0,"('10696_227',)"
"('11639_41',)","('192.168.220.42',)",0.42857142857142855,"('11639_41',)"
"('10629_109',)","('192.168.220.51',)",1.0,"('10629_109',)"
"('12388_0',)","('192.168.220.43',)",1.0,"('12388_0',)"
"('11182_37',)","('192.168.210.53',)",0.42857142857142855,"('11182_37',)"
"('12455_19',)","('192.168.210.55',)",0.5714285714285714,"('12455_19',)"
"('11151_88',)","('192.168.220.51',)",0.8571428571428571,"('11151_88',)"
"('10416_90',)","('192.168.220.42',)",0.5714285714285714,"('10416_90',)"
"('12515_89',)","('192.168.210.55',)",1.0,"('12515_89',)"
"('12542_98',)","('192.168.210.48',)",1.0,"('12542_98',)"
"('12543_14',)","('192.168.220.51',)",1.0,"('12543_14',)"
"('12568_7',)","('192.168.220.46',)",1.0,"('12568_7',)"
"('12596_9',)","('192.168.220.48',)",1.0,"('12596_9',)"
"('12627_143',)","('192.168.220.48',)",1.0,"('12627_143',)"
"('12631_195',)","('192.168.220.48',)",1.0,"('12631_195',)"
"('12640_85',)","('192.168.220.48',)",1.0,"('12640_85',)"
"('12566_169',)","('192.168.220.48',)",1.0,"('12566_169',)"
"('12656_121',)","('192.168.220.48',)",1.0,"('12656_121',)"
"('12665_104',)","('192.168.220.48',)",1.0,"('12665_104',)"
"('12126_56',)","('192.168.220.48',)",1.0,"('12126_56',)"
"('12671_104',)","('192.168.220.48',)",1.0,"('12671_104',)"
"('12673_226',)","('192.168.220.48',)",1.0,"('12673_226',)"
"('12694_95',)","('192.168.220.51',)",1.0,"('12694_95',)"
"('11889_36',)","('192.168.220.51',)",1.0,"('11889_36',)"
"('12734_177',)","('192.168.220.47',)",1.0,"('12734_177',)"
"('10908_68',)","('192.168.210.55',)",0.6428571428571429,"('10908_68',)"
"('12828_239',)","('192.168.220.47',)",1.0,"('12828_239',)"
"('12844_103',)","('192.168.210.47',)",1.0,"('12844_103',)"
"('12913_121',)","('192.168.220.47',)",1.0,"('12913_121',)"
"('12915_135',)","('192.168.220.47',)",1.0,"('12915_135',)"
"('10372_227',)","('192.168.220.43',)",1.0,"('10372_227',)"
"('12971_98',)","('192.168.210.47',)",1.0,"('12971_98',)"
"('13039_155',)","('192.168.220.50',)",1.0,"('13039_155',)"
"('13056_100',)","('192.168.220.46',)",1.0,"('13056_100',)"
"('13080_49',)","('192.168.220.45',)",1.0,"('13080_49',)"
"('11839_179',)","('192.168.220.51',)",1.0,"('11839_179',)"
"('13115_181',)","('192.168.220.51',)",1.0,"('13115_181',)"
"('11189_162',)","('192.168.220.51',)",0.6785714285714286,"('11189_162',)"
"('13131_50',)","('192.168.220.42',)",0.7142857142857143,"('13131_50',)"
"('10488_186',)","('192.168.220.51',)",0.7142857142857143,"('10488_186',)"
"('10012_163',)","('192.168.210.54',)",0.7857142857142857,"('10012_163',)"
"('12551_227',)","('192.168.210.54',)",1.0,"('12551_227',)"
"('11593_187',)","('192.168.220.42',)",1.0,"('11593_187',)"
"('10694_90',)","('192.168.220.48',)",0.5714285714285714,"('10694_90',)"
"('13219_248',)","('192.168.220.46',)",0.8571428571428571,"('13219_248',)"
"('10389_208',)","('192.168.220.48',)",1.0,"('10389_208',)"
"('10946_155',)","('192.168.220.43',)",1.0,"('10946_155',)"
"('13309_26',)","('192.168.210.45',)",1.0,"('13309_26',)"
"('10310_12',)","('192.168.220.47',)",1.0,"('10310_12',)"
"('13243_66',)","('192.168.220.47',)",1.0,"('13243_66',)"
"('13303_59',)","('192.168.220.47',)",1.0,"('13303_59',)"
"('13408_109',)","('192.168.220.51',)",1.0,"('13408_109',)"
"('13410_62',)","('192.168.220.49',)",1.0,"('13410_62',)"
"('13442_216',)","('192.168.220.51',)",1.0,"('13442_216',)"
"('10297_28',)","('192.168.220.51',)",1.0,"('10297_28',)"
"('13471_152',)","('192.168.220.50',)",0.7142857142857143,"('13471_152',)"
"('13486_58',)","('192.168.220.50',)",1.0,"('13486_58',)"
"('13507_231',)","('192.168.220.50',)",1.0,"('13507_231',)"
"('13564_123',)","('192.168.220.47',)",1.0,"('13564_123',)"
"('12779_27',)","('192.168.210.48',)",0.8571428571428571,"('12779_27',)"
"('13609_133',)","('192.168.220.51',)",1.0,"('13609_133',)"
"('12160_0',)","('192.168.220.51',)",1.0,"('12160_0',)"
"('10634_31',)","('192.168.210.48',)",0.7857142857142857,"('10634_31',)"
"('13772_130',)","('192.168.220.42',)",1.0,"('13772_130',)"
"('13859_100',)","('192.168.220.45',)",1.0,"('13859_100',)"
"('13870_204',)","('192.168.220.42',)",1.0,"('13870_204',)"
"('12757_135',)","('192.168.220.42',)",1.0,"('12757_135',)"
"('13891_247',)","('192.168.210.49',)",1.0,"('13891_247',)"
"('13906_202',)","('192.168.220.45',)",1.0,"('13906_202',)"
"('12668_118',)","('192.168.220.47',)",1.0,"('12668_118',)"
"('10228_217',)","('192.168.220.50',)",1.0,"('10228_217',)"
"('10416_91',)","('192.168.210.53',)",1.0,"('10416_91',)"
"('12328_100',)","('192.168.220.43',)",0.8571428571428571,"('12328_100',)"
"('14027_168',)","('192.168.210.47',)",0.7857142857142857,"('14027_168',)"
"('14031_70',)","('192.168.220.51',)",1.0,"('14031_70',)"
"('12841_240',)","('192.168.220.51',)",0.7142857142857143,"('12841_240',)"
"('14100_46',)","('192.168.210.57',)",1.0,"('14100_46',)"
"('11831_218',)","('192.168.210.57',)",1.0,"('11831_218',)"
"('10272_230',)","('192.168.210.53',)",0.6428571428571429,"('10272_230',)"
"('14118_51',)","('192.168.220.42',)",0.8571428571428571,"('14118_51',)"
"('11685_199',)","('192.168.220.51',)",1.0,"('11685_199',)"
"('11691_119',)","('192.168.220.51',)",1.0,"('11691_119',)"
"('11689_75',)","('192.168.220.51',)",1.0,"('11689_75',)"
"('14191_41',)","('192.168.220.51',)",1.0,"('14191_41',)"
"('14196_50',)","('192.168.220.51',)",1.0,"('14196_50',)"
"('14234_38',)","('192.168.220.51',)",1.0,"('14234_38',)"
"('14242_50',)","('192.168.220.51',)",1.0,"('14242_50',)"
"('14302_10',)","('192.168.220.51',)",1.0,"('14302_10',)"
"('11061_200',)","('192.168.210.45',)",0.7142857142857143,"('11061_200',)"
"('14353_156',)","('192.168.220.51',)",1.0,"('14353_156',)"
"('11061_32',)","('192.168.220.51',)",0.8571428571428571,"('11061_32',)"
"('11166_69',)","('192.168.220.48',)",1.0,"('11166_69',)"
"('12972_83',)","('192.168.220.45',)",1.0,"('12972_83',)"
"('10371_30',)","('192.168.220.45',)",1.0,"('10371_30',)"
"('14398_221',)","('192.168.220.47',)",1.0,"('14398_221',)"
"('14412_8',)","('192.168.220.51',)",1.0,"('14412_8',)"
"('14415_173',)","('192.168.220.51',)",1.0,"('14415_173',)"
"('14420_237',)","('192.168.220.51',)",0.7142857142857143,"('14420_237',)"
"('12822_36',)","('192.168.210.47',)",1.0,"('12822_36',)"
"('14458_250',)","('192.168.210.55',)",1.0,"('14458_250',)"
"('10021_197',)","('192.168.210.56',)",1.0,"('10021_197',)"
"('12779_157',)","('192.168.210.56',)",1.0,"('12779_157',)"
"('14490_244',)","('192.168.210.56',)",1.0,"('14490_244',)"
"('11151_67',)","('192.168.210.46',)",1.0,"('11151_67',)"
"('11005_165',)","('192.168.210.49',)",1.0,"('11005_165',)"
"('14504_207',)","('192.168.210.49',)",1.0,"('14504_207',)"
"('10930_234',)","('192.168.220.46',)",1.0,"('10930_234',)"
"('11869_75',)","('192.168.220.49',)",1.0,"('11869_75',)"
"('14534_246',)","('192.168.220.51',)",1.0,"('14534_246',)"
"('12229_180',)","('192.168.220.47',)",1.0,"('12229_180',)"
"('12686_69',)","('192.168.220.47',)",1.0,"('12686_69',)"
"('10392_59',)","('192.168.220.42',)",1.0,"('10392_59',)"
"('10343_169',)","('192.168.210.45',)",1.0,"('10343_169',)"
"('13671_224',)","('192.168.210.48',)",1.0,"('13671_224',)"
"('14624_142',)","('192.168.220.47',)",1.0,"('14624_142',)"
"('10058_63',)","('192.168.220.46',)",1.0,"('10058_63',)"
"('10813_16',)","('192.168.220.47',)",1.0,"('10813_16',)"
"('10932_43',)","('192.168.220.42',)",0.8620689655172413,"('10932_43',)"
"('11324_212',)","('192.168.220.47',)",1.0,"('11324_212',)"
"('12272_219',)","('192.168.220.48',)",0.6551724137931034,"('12272_219',)"
"('12342_90',)","('192.168.220.49',)",0.4827586206896552,"('12342_90',)"
"('12476_73',)","('192.168.210.55',)",1.0,"('12476_73',)"
"('10491_98',)","('192.168.220.48',)",0.4482758620689655,"('10491_98',)"
"('12695_109',)","('192.168.220.51',)",1.0,"('12695_109',)"
"('11649_8',)","('192.168.220.48',)",1.0,"('11649_8',)"
"('12730_253',)","('192.168.220.46',)",1.0,"('12730_253',)"
"('13222_111',)","('192.168.220.48',)",1.0,"('13222_111',)"
"('13256_254',)","('192.168.220.42',)",1.0,"('13256_254',)"
"('10925_16',)","('192.168.210.47',)",1.0,"('10925_16',)"
"('10236_195',)","('192.168.220.51',)",1.0,"('10236_195',)"
"('10463_99',)","('192.168.220.51',)",1.0,"('10463_99',)"
"('13499_44',)","('192.168.220.50',)",1.0,"('13499_44',)"
"('11336_8',)","('192.168.220.51',)",0.7241379310344828,"('11336_8',)"
"('13631_73',)","('192.168.220.42',)",1.0,"('13631_73',)"
"('13239_164',)","('192.168.220.48',)",1.0,"('13239_164',)"
"('12160_8',)","('192.168.220.50',)",1.0,"('12160_8',)"
"('14057_171',)","('192.168.220.51',)",0.7931034482758621,"('14057_171',)"
"('10028_195',)","('192.168.220.51',)",0.8620689655172413,"('10028_195',)"
"('14464_99',)","('192.168.220.46',)",1.0,"('14464_99',)"
"('14471_105',)","('192.168.220.46',)",1.0,"('14471_105',)"
"('11619_187',)","('192.168.220.51',)",1.0,"('11619_187',)"
"('10857_188',)","('192.168.220.47',)",0.6666666666666666,"('10857_188',)"
"('10902_197',)","('192.168.210.48',)",1.0,"('10902_197',)"
"('11077_74',)","('192.168.220.48',)",1.0,"('11077_74',)"
"('11164_47',)","('192.168.220.45',)",0.4,"('11164_47',)"
"('11198_245',)","('192.168.210.46',)",0.6,"('11198_245',)"
"('11240_167',)","('192.168.210.56',)",0.8,"('11240_167',)"
"('11807_157',)","('192.168.220.51',)",1.0,"('11807_157',)"
"('10350_49',)","('192.168.220.51',)",0.8,"('10350_49',)"
"('10088_171',)","('192.168.220.51',)",1.0,"('10088_171',)"
"('11959_76',)","('192.168.220.51',)",1.0,"('11959_76',)"
"('11963_166',)","('192.168.220.51',)",1.0,"('11963_166',)"
"('11983_50',)","('192.168.220.47',)",0.5333333333333333,"('11983_50',)"
"('12059_4',)","('192.168.220.47',)",1.0,"('12059_4',)"
"('10114_198',)","('192.168.220.47',)",1.0,"('10114_198',)"
"('12101_45',)","('192.168.220.51',)",0.4,"('12101_45',)"
"('12136_104',)","('192.168.220.42',)",1.0,"('12136_104',)"
"('12331_37',)","('192.168.220.42',)",1.0,"('12331_37',)"
"('12348_252',)","('192.168.220.47',)",1.0,"('12348_252',)"
"('10088_122',)","('192.168.220.51',)",0.8666666666666667,"('10088_122',)"
"('12442_225',)","('192.168.210.53',)",1.0,"('12442_225',)"
"('12445_115',)","('192.168.210.53',)",1.0,"('12445_115',)"
"('12464_215',)","('192.168.220.47',)",0.4666666666666667,"('12464_215',)"
"('10124_12',)","('192.168.220.51',)",0.5,"('10124_12',)"
"('12626_208',)","('192.168.220.51',)",0.6,"('12626_208',)"
"('12641_22',)","('192.168.220.48',)",1.0,"('12641_22',)"
"('12700_240',)","('192.168.220.51',)",1.0,"('12700_240',)"
"('12703_131',)","('192.168.220.51',)",0.6666666666666666,"('12703_131',)"
"('12686_179',)","('192.168.220.47',)",1.0,"('12686_179',)"
"('12767_209',)","('192.168.210.47',)",0.8,"('12767_209',)"
"('11323_101',)","('192.168.220.47',)",0.7666666666666667,"('11323_101',)"
"('12972_131',)","('192.168.220.51',)",1.0,"('12972_131',)"
"('13013_75',)","('192.168.220.50',)",1.0,"('13013_75',)"
"('10088_173',)","('192.168.220.50',)",1.0,"('10088_173',)"
"('13060_57',)","('192.168.210.56',)",0.8666666666666667,"('13060_57',)"
"('11697_69',)","('192.168.220.47',)",1.0,"('11697_69',)"
"('13113_140',)","('192.168.220.50',)",1.0,"('13113_140',)"
"('13135_212',)","('192.168.220.51',)",1.0,"('13135_212',)"
"('13141_101',)","('192.168.220.42',)",1.0,"('13141_101',)"
"('13159_160',)","('192.168.220.51',)",0.8,"('13159_160',)"
"('12785_5',)","('192.168.210.54',)",1.0,"('12785_5',)"
"('10946_147',)","('192.168.210.57',)",1.0,"('10946_147',)"
"('13237_113',)","('192.168.210.48',)",1.0,"('13237_113',)"
"('13284_165',)","('192.168.210.47',)",1.0,"('13284_165',)"
"('10151_38',)","('192.168.220.43',)",0.7333333333333333,"('10151_38',)"
"('13299_55',)","('192.168.220.45',)",1.0,"('13299_55',)"
"('10327_2',)","('192.168.210.50',)",1.0,"('10327_2',)"
"('13333_236',)","('192.168.220.47',)",1.0,"('13333_236',)"
"('11945_182',)","('192.168.220.49',)",1.0,"('11945_182',)"
"('13113_19',)","('192.168.220.51',)",1.0,"('13113_19',)"
"('13414_18',)","('192.168.220.47',)",0.6666666666666666,"('13414_18',)"
"('11831_194',)","('192.168.220.51',)",1.0,"('11831_194',)"
"('13521_97',)","('192.168.220.47',)",1.0,"('13521_97',)"
"('13592_72',)","('192.168.210.52',)",1.0,"('13592_72',)"
"('13603_57',)","('192.168.220.47',)",1.0,"('13603_57',)"
"('10147_13',)","('192.168.210.54',)",1.0,"('10147_13',)"
"('13775_21',)","('192.168.220.42',)",1.0,"('13775_21',)"
"('10160_82',)","('192.168.220.42',)",1.0,"('10160_82',)"
"('13809_192',)","('192.168.210.55',)",1.0,"('13809_192',)"
"('13860_100',)","('192.168.220.45',)",1.0,"('13860_100',)"
"('10003_243',)","('192.168.220.42',)",1.0,"('10003_243',)"
"('13901_183',)","('192.168.220.51',)",0.8,"('13901_183',)"
"('13911_207',)","('192.168.220.47',)",1.0,"('13911_207',)"
"('13921_0',)","('192.168.220.47',)",1.0,"('13921_0',)"
"('10088_56',)","('192.168.210.55',)",1.0,"('10088_56',)"
"('13929_70',)","('192.168.220.47',)",1.0,"('13929_70',)"
"('13552_251',)","('192.168.220.49',)",1.0,"('13552_251',)"
"('13960_40',)","('192.168.210.52',)",1.0,"('13960_40',)"
"('13979_110',)","('192.168.220.45',)",1.0,"('13979_110',)"
"('14041_220',)","('192.168.220.50',)",0.6333333333333333,"('14041_220',)"
"('14076_192',)","('192.168.210.47',)",1.0,"('14076_192',)"
"('10938_2',)","('192.168.220.51',)",1.0,"('10938_2',)"
"('14081_107',)","('192.168.210.57',)",0.7333333333333333,"('14081_107',)"
"('10002_131',)","('192.168.220.48',)",1.0,"('10002_131',)"
"('14134_134',)","('192.168.220.51',)",1.0,"('14134_134',)"
"('14160_50',)","('192.168.210.54',)",1.0,"('14160_50',)"
"('13521_98',)","('192.168.220.51',)",1.0,"('13521_98',)"
"('14310_249',)","('192.168.220.49',)",1.0,"('14310_249',)"
"('10661_100',)","('192.168.220.51',)",1.0,"('10661_100',)"
"('14419_240',)","('192.168.220.51',)",1.0,"('14419_240',)"
"('11375_16',)","('192.168.210.45',)",1.0,"('11375_16',)"
"('10088_96',)","('192.168.220.49',)",1.0,"('10088_96',)"
"('10938_60',)","('192.168.210.45',)",1.0,"('10938_60',)"
"('11011_95',)","('192.168.220.47',)",1.0,"('11011_95',)"
"('14462_35',)","('192.168.220.51',)",1.0,"('14462_35',)"
"('10088_233',)","('192.168.220.46',)",1.0,"('10088_233',)"
"('11831_219',)","('192.168.220.51',)",1.0,"('11831_219',)"
"('10016_181',)","('192.168.210.56',)",1.0,"('10016_181',)"
"('10021_65',)","('192.168.210.56',)",1.0,"('10021_65',)"
"('10582_165',)","('192.168.210.49',)",1.0,"('10582_165',)"
"('13846_181',)","('192.168.220.49',)",1.0,"('13846_181',)"
"('12822_60',)","('192.168.210.47',)",1.0,"('12822_60',)"
"('14553_140',)","('192.168.210.56',)",1.0,"('14553_140',)"
"('11697_156',)","('192.168.220.42',)",1.0,"('11697_156',)"
"('14587_35',)","('192.168.220.43',)",1.0,"('14587_35',)"
"('12350_210',)","('192.168.210.48',)",1.0,"('12350_210',)"
"('10033_118',)","('192.168.210.53',)",0.4838709677419355,"('10033_118',)"
"('11095_23',)","('192.168.220.47',)",0.7096774193548387,"('11095_23',)"
"('11806_232',)","('192.168.220.51',)",1.0,"('11806_232',)"
"('11812_144',)","('192.168.220.51',)",1.0,"('11812_144',)"
"('11821_34',)","('192.168.220.51',)",1.0,"('11821_34',)"
"('11441_240',)","('192.168.210.57',)",1.0,"('11441_240',)"
"('11888_70',)","('192.168.220.47',)",1.0,"('11888_70',)"
"('11389_208',)","('192.168.210.56',)",1.0,"('11389_208',)"
"('11305_59',)","('192.168.210.56',)",1.0,"('11305_59',)"
"('12473_100',)","('192.168.210.55',)",1.0,"('12473_100',)"
"('12612_47',)","('192.168.220.48',)",1.0,"('12612_47',)"
"('10236_83',)","('192.168.210.55',)",1.0,"('10236_83',)"
"('13647_6',)","('192.168.220.51',)",1.0,"('13647_6',)"
"('11839_107',)","('192.168.220.51',)",1.0,"('11839_107',)"
"('10022_217',)","('192.168.220.51',)",1.0,"('10022_217',)"
"('11010_225',)","('192.168.220.44',)",1.0,"('11010_225',)"
"('14421_36',)","('192.168.220.51',)",0.8709677419354839,"('14421_36',)"
"('14554_123',)","('192.168.210.56',)",1.0,"('14554_123',)"
"('10006_126',)","('192.168.210.53',)",0.59375,"('10006_126',)"
"('10029_19',)","('192.168.210.54',)",1.0,"('10029_19',)"
"('10240_166',)","('192.168.220.46',)",1.0,"('10240_166',)"
"('10512_36',)","('192.168.220.47',)",1.0,"('10512_36',)"
"('10996_41',)","('192.168.220.47',)",1.0,"('10996_41',)"
"('10045_192',)","('192.168.210.52',)",0.9375,"('10045_192',)"
"('11295_96',)","('192.168.220.50',)",0.375,"('11295_96',)"
"('10088_33',)","('192.168.220.47',)",1.0,"('10088_33',)"
"('11514_109',)","('192.168.220.47',)",0.6875,"('11514_109',)"
"('11548_65',)","('192.168.220.51',)",0.375,"('11548_65',)"
"('11737_96',)","('192.168.210.46',)",0.875,"('11737_96',)"
"('11781_171',)","('192.168.220.47',)",1.0,"('11781_171',)"
"('10022_238',)","('192.168.220.47',)",0.8125,"('10022_238',)"
"('11837_219',)","('192.168.210.55',)",1.0,"('11837_219',)"
"('11869_35',)","('192.168.210.55',)",1.0,"('11869_35',)"
"('10299_84',)","('192.168.220.47',)",1.0,"('10299_84',)"
"('11959_75',)","('192.168.220.51',)",1.0,"('11959_75',)"
"('11986_78',)","('192.168.220.51',)",1.0,"('11986_78',)"
"('10694_3',)","('192.168.220.51',)",0.875,"('10694_3',)"
"('12175_80',)","('192.168.220.51',)",1.0,"('12175_80',)"
"('12176_104',)","('192.168.220.51',)",1.0,"('12176_104',)"
"('12182_51',)","('192.168.210.54',)",0.5625,"('12182_51',)"
"('12262_37',)","('192.168.220.51',)",1.0,"('12262_37',)"
"('10310_123',)","('192.168.220.51',)",1.0,"('10310_123',)"
"('10416_84',)","('192.168.220.51',)",1.0,"('10416_84',)"
"('10616_123',)","('192.168.220.50',)",0.5625,"('10616_123',)"
"('11859_43',)","('192.168.210.55',)",1.0,"('11859_43',)"
"('11593_232',)","('192.168.220.42',)",1.0,"('11593_232',)"
"('12630_33',)","('192.168.220.48',)",0.75,"('12630_33',)"
"('11167_43',)","('192.168.220.47',)",1.0,"('11167_43',)"
"('12720_6',)","('192.168.220.47',)",1.0,"('12720_6',)"
"('12748_10',)","('192.168.220.51',)",0.5625,"('12748_10',)"
"('12800_28',)","('192.168.220.51',)",1.0,"('12800_28',)"
"('12191_51',)","('192.168.220.51',)",1.0,"('12191_51',)"
"('10088_63',)","('192.168.220.47',)",1.0,"('10088_63',)"
"('12867_96',)","('192.168.210.47',)",1.0,"('12867_96',)"
"('10588_33',)","('192.168.220.50',)",0.5,"('10588_33',)"
"('12441_74',)","('192.168.210.54',)",1.0,"('12441_74',)"
"('13252_162',)","('192.168.210.47',)",1.0,"('13252_162',)"
"('10694_58',)","('192.168.220.47',)",1.0,"('10694_58',)"
"('13306_173',)","('192.168.210.45',)",1.0,"('13306_173',)"
"('10963_26',)","('192.168.210.45',)",1.0,"('10963_26',)"
"('10423_198',)","('192.168.220.47',)",0.8125,"('10423_198',)"
"('13303_61',)","('192.168.220.47',)",1.0,"('13303_61',)"
"('10099_185',)","('192.168.210.52',)",1.0,"('10099_185',)"
"('13407_36',)","('192.168.220.51',)",0.6875,"('13407_36',)"
"('13489_161',)","('192.168.220.50',)",1.0,"('13489_161',)"
"('13603_6',)","('192.168.220.47',)",1.0,"('13603_6',)"
"('11443_27',)","('192.168.210.46',)",1.0,"('11443_27',)"
"('13625_37',)","('192.168.220.51',)",1.0,"('13625_37',)"
"('13644_99',)","('192.168.220.51',)",1.0,"('13644_99',)"
"('11619_237',)","('192.168.220.48',)",1.0,"('11619_237',)"
"('13696_180',)","('192.168.210.48',)",1.0,"('13696_180',)"
"('13725_206',)","('192.168.210.54',)",1.0,"('13725_206',)"
"('10030_161',)","('192.168.220.42',)",1.0,"('10030_161',)"
"('12741_217',)","('192.168.220.48',)",1.0,"('12741_217',)"
"('11355_121',)","('192.168.220.43',)",0.6875,"('11355_121',)"
"('10299_67',)","('192.168.210.46',)",1.0,"('10299_67',)"
"('13904_202',)","('192.168.220.45',)",1.0,"('13904_202',)"
"('13905_64',)","('192.168.220.45',)",1.0,"('13905_64',)"
"('10008_82',)","('192.168.210.54',)",1.0,"('10008_82',)"
"('13976_152',)","('192.168.220.45',)",1.0,"('13976_152',)"
"('14091_238',)","('192.168.210.47',)",1.0,"('14091_238',)"
"('12497_14',)","('192.168.220.51',)",1.0,"('12497_14',)"
"('14209_125',)","('192.168.220.51',)",1.0,"('14209_125',)"
"('13291_29',)","('192.168.220.51',)",1.0,"('13291_29',)"
"('14270_53',)","('192.168.220.49',)",1.0,"('14270_53',)"
"('14278_251',)","('192.168.220.51',)",1.0,"('14278_251',)"
"('13769_121',)","('192.168.220.51',)",1.0,"('13769_121',)"
"('10416_108',)","('192.168.220.51',)",1.0,"('10416_108',)"
"('13554_35',)","('192.168.220.51',)",1.0,"('13554_35',)"
"('14384_19',)","('192.168.210.49',)",1.0,"('14384_19',)"
"('11649_117',)","('192.168.220.43',)",1.0,"('11649_117',)"
"('14387_72',)","('192.168.220.45',)",1.0,"('14387_72',)"
"('14411_9',)","('192.168.220.51',)",0.8125,"('14411_9',)"
"('14474_51',)","('192.168.210.53',)",1.0,"('14474_51',)"
"('10545_165',)","('192.168.210.49',)",1.0,"('10545_165',)"
"('14502_13',)","('192.168.210.49',)",1.0,"('14502_13',)"
"('13203_213',)","('192.168.210.56',)",1.0,"('13203_213',)"
"('12436_38',)","('192.168.210.53',)",1.0,"('12436_38',)"
"('12485_231',)","('192.168.220.51',)",0.36363636363636365,"('12485_231',)"
"('13062_113',)","('192.168.220.51',)",0.48484848484848486,"('13062_113',)"
"('10694_11',)","('192.168.220.45',)",1.0,"('10694_11',)"
"('13675_129',)","('192.168.220.51',)",1.0,"('13675_129',)"
"('10012_5',)","('192.168.210.54',)",0.36363636363636365,"('10012_5',)"
"('14197_95',)","('192.168.220.51',)",1.0,"('14197_95',)"
"('14350_218',)","('192.168.220.47',)",1.0,"('14350_218',)"
"('10232_20',)","('192.168.220.50',)",0.6470588235294118,"('10232_20',)"
"('10958_4',)","('192.168.220.47',)",0.6470588235294118,"('10958_4',)"
"('10088_148',)","('192.168.210.50',)",0.8823529411764706,"('10088_148',)"
"('10088_149',)","('192.168.220.42',)",1.0,"('10088_149',)"
"('11224_45',)","('192.168.210.46',)",0.8235294117647058,"('11224_45',)"
"('11374_47',)","('192.168.220.49',)",1.0,"('11374_47',)"
"('10302_129',)","('192.168.220.47',)",1.0,"('10302_129',)"
"('10696_43',)","('192.168.220.42',)",1.0,"('10696_43',)"
"('11491_9',)","('192.168.220.51',)",0.5294117647058824,"('11491_9',)"
"('11547_189',)","('192.168.220.47',)",1.0,"('11547_189',)"
"('10088_115',)","('192.168.220.49',)",0.8823529411764706,"('10088_115',)"
"('11704_145',)","('192.168.220.46',)",1.0,"('11704_145',)"
"('10299_121',)","('192.168.210.55',)",1.0,"('10299_121',)"
"('11883_2',)","('192.168.220.45',)",1.0,"('11883_2',)"
"('11889_7',)","('192.168.220.47',)",0.38235294117647056,"('11889_7',)"
"('11971_134',)","('192.168.220.47',)",0.5294117647058824,"('11971_134',)"
"('10003_170',)","('192.168.220.47',)",1.0,"('10003_170',)"
"('12125_83',)","('192.168.220.42',)",0.7647058823529411,"('12125_83',)"
"('12393_60',)","('192.168.220.43',)",1.0,"('12393_60',)"
